lcbo_name,size-mL,container,price,critic,critic_score,unit_price,lcbo_region,lcbo_country,vintage,viv_name,viv_region,viv_country,score,num_reviews,fwscore1,fwscore2,fwscore3,fwscore4
Château Ducru-Beaucaillou,750,bottle,795.0,RP,100.0,1.06,Bordeaux,France,2009,Georg Bestle Chateau Ducru Beaucaillou Saint-Julien,Saint-Julien,France,4.1,39,61,92,64,83
Maison Leroy Volnay Clos des Chenes,750,bottle,790.0,none,0.0,1.0533333333333332,Burgundy,France,2011,Maison Roche de Bellene Collection Bellenum Volnay Premier Cru Clos des Chênes,Volnay,France,4.0,73,55,63,52,77
Macán,3000,bottle,786.0,none,0.0,0.262,Rioja,Spain,,Benjamin de Rothschild - Vega Sicilia Macán Clásico,Rioja,Spain,4.3,9621,18,100,16,100
Domaine de la Romanée-Conti Grands Échézeaux Grand Cru,750,bottle,785.0,DEC,97.0,1.0466666666666666,Burgundy,France,2015,Domaine de La Romanée-Conti Grands-Échezeaux Grand Cru,Grands-Échezeaux Grand Cru,France,4.7,4756,94,94,99,99
Soldera Basse Sangiovese,750,bottle,783.0,none,0.0,1.044,,Italy,,Soldera Case Basse Sangiovese Toscana,Toscana,Italy,4.7,1084,79,79,79,100
Hundred Acre Ark Vineyard Cabernet Sauvignon,750,bottle,775.0,none,0.0,1.0333333333333334,California,USA,2016,Hundred Acre Ark Vineyard Cabernet Sauvignon,Howell Mountain,USA,4.7,2531,100,100,100,100
Solaia,750,bottle,772.0,WS,92.0,1.0293333333333334,Tuscany,Italy,2000,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24843,29,100,31,100
Dalla Valle Maya,750,bottle,768.0,RP,98.0,1.024,California,USA,2012,Dalla Valle Maya,Oakville,USA,4.6,1043,100,100,100,100
Solaia,750,bottle,765.0,WS,92.0,1.02,Tuscany,Italy,2000,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24843,29,100,31,100
Col d'Orcia Brunello di Montalcino (Magnum),1500,bottle,762.0,VIN,94.0,0.508,Tuscany,Italy,1997,Tenuta Col D'Orcia Riserva Brunello di Montalcino,Toscana,Italy,4.4,38,72,78,76,91
Louis Latour Château Corton Grancey Grand Cru,3000,bottle,755.0,WE,93.0,0.25166666666666665,Burgundy,France,2012,Louis Latour Château Corton Grancey Grand Cru,Corton Grand Cru,France,4.3,3168,100,100,100,100
Château Léoville Poyferré,1500,bottle,735.0,RP,93.0,0.49,Bordeaux,France,1996,Château Leoville Bordeaux,Bordeaux,France,0.0,0,72,72,61,61
M. Chapoutier le Pavillon Ermitage,750,bottle,733.0,RP,100.0,0.9773333333333334,Rhône,France,2012,M. Chapoutier Ermitage Le Pavillon,Hermitage,France,4.5,2470,71,71,100,100
Château Léoville Las Cases,750,bottle,725.0,WS,96.0,0.9666666666666667,Bordeaux,France,1989,J. C. Teilmann & Cos Chateau Leoville Lascases Schroder & Schyler & Co Bordeaux,Bordeaux,France,0.0,0,42,85,42,42
Castelgiocondo Ripe al Convento Riserva Brunello di Montalcino,3000,bottle,719.95,JS,97.0,0.23998333333333335,Tuscany,Italy,2013,Tenuta CastelGiocondo Ripe al Convento Brunello di Montalcino Riserva,Brunello di Montalcino,Italy,4.4,2839,81,85,95,100
Château d'Armailhac,3000,bottle,714.0,RP,93.0,0.238,Bordeaux,France,2010,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,32,53,39,50
Solaia,750,bottle,712.0,WS,97.0,0.9493333333333334,Tuscany,Italy,2004,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24843,29,100,31,100
Château Canon,1500,bottle,700.0,RP,97.0,0.4666666666666667,Bordeaux,France,2009,Château Canon Montségur Bordeaux,Bordeaux,France,3.3,77,58,100,57,100
Lokoya Spring Mountain Cabernet Sauvignon,750,bottle,699.0,RP,97.0,0.932,California,USA,2016,Lokoya Spring Mountain District Cabernet Sauvignon,Spring Mountain District,USA,4.6,320,90,78,90,100
Château Montrose,750,bottle,699.0,RP,100.0,0.932,Bordeaux,France,2009,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,39,75,34,57
Lokoya Howell Mountain Cabernet Sauvignon,750,bottle,699.0,RP,98.0,0.932,California,USA,2016,Lokoya Howell Mountain Cabernet Sauvignon,Howell Mountain,USA,4.6,606,98,98,77,99
Château Palmer,750,bottle,699.0,none,0.0,0.932,Bordeaux,France,,Chateau Francesa Bordeaux,Bordeaux,France,0.0,0,51,64,47,47
Paul Hobbs Beckstoffer To Kalon Cabernet Sauvignon,750,bottle,690.0,RP,98.0,0.92,California,USA,2015,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon,Oakville,USA,4.6,1112,92,82,92,100
Solaia,750,bottle,685.0,WS,97.0,0.9133333333333333,Tuscany,Italy,2005,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24843,29,100,31,100
Château Canon,1500,bottle,670.0,RP,95.0,0.44666666666666666,Bordeaux,France,2005,Grafé Lecocq Château Canon La Fôret Bordeaux,Bordeaux,France,3.5,18,46,100,45,100
Remoissenet Père et Fils Chapelle Chambertin Grand Cru,1500,bottle,665.0,BH,92.0,0.44333333333333336,Burgundy,France,2014,Bouchard Père & Fils Chapelle-Chambertin Grand Cru,Chapelle-Chambertin Grand Cru,France,4.3,183,79,80,76,89
Remoissenet Père et Fils Clos St. Denis Grand Cru,1500,bottle,665.0,RP,91.0,0.44333333333333336,Burgundy,France,2014,Remoissenet Père & Fils Clos Saint-Denis,Clos Saint-Denis Grand Cru,France,4.8,20,79,88,81,91
Remoissenet Père et Fils Clos Vougeot Grand Cru,1500,bottle,665.0,BH,91.0,0.44333333333333336,Burgundy,France,2014,Remoissenet Père & Fils Clos Vougeot Grand Cru,Clos Vougeot Grand Cru,France,4.4,169,97,96,97,100
Château Palmer,750,bottle,659.85,WE,99.0,0.8798,Bordeaux,France,2016,Château La France Bordeaux,Bordeaux,France,3.7,79,55,71,47,63
Château Palmer,750,bottle,659.85,WE,99.0,0.8798,Bordeaux,France,2016,Château La France Bordeaux,Bordeaux,France,3.7,79,55,71,47,63
Lokoya Diamond Mountain Cabernet Sauvignon,750,bottle,659.0,RP,96.0,0.8786666666666667,California,USA,2014,Lokoya Diamond Mountain District Cabernet Sauvignon,Diamond Mountain District,USA,4.5,560,90,79,90,100
Solaia,750,bottle,656.0,WS,97.0,0.8746666666666667,Tuscany,Italy,2006,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Solaia,750,bottle,656.0,WS,97.0,0.8746666666666667,Tuscany,Italy,2006,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Château Montrose,750,bottle,655.0,RP,100.0,0.8733333333333333,Bordeaux,France,2009,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,39,75,34,57
Vérité La Joie,750,bottle,653.0,RP,100.0,0.8706666666666667,California,USA,2007,Verite La Joie,Sonoma County,USA,4.5,1605,86,86,92,92
Château Palmer,750,bottle,650.0,RP,94.0,0.8666666666666667,Bordeaux,France,2004,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,31,64,35,63
Vérité La Joie,750,bottle,650.0,JD,100.0,0.8666666666666667,California,USA,2016,Verite La Joie,Sonoma County,USA,4.5,1605,86,86,92,92
Vérité La Muse,750,bottle,650.0,RP,100.0,0.8666666666666667,California,USA,2016,Verite La Muse,Sonoma County,USA,4.5,1350,86,86,92,92
Vérité Le Désir,750,bottle,650.0,RP,99.0,0.8666666666666667,California,USA,2016,Verite Le Desir,Sonoma County,USA,4.5,1147,80,80,89,89
Domaine d'Eugénie Echézeaux Grand Cru,750,bottle,645.0,none,0.0,0.86,,France,,Domaine d'Eugénie Échézeaux Grand Cru,Échezeaux Grand Cru,France,4.3,86,97,97,75,99
Único,750,bottle,642.0,DEC,98.0,0.856,Ribera del Duero,Spain,2010,Vega Sicilia Unico,Ribera del Duero,Spain,4.7,33882,35,80,36,36
Château Palmer,750,bottle,640.0,RP,94.0,0.8533333333333334,Bordeaux,France,2006,Château La France Bordeaux,Bordeaux,France,3.7,79,55,71,47,63
Guado al Tasso Matarocchio,750,bottle,640.0,RP,97.0,0.8533333333333334,Tuscany,Italy,2016,Antinori Tenuta Guado al Tasso Matarocchio,Maremma Toscana,Italy,4.6,1193,76,100,76,100
Domaine Ponsot Cuvée Vieilles Vignes Clos de Vougeot Grand Cru,750,bottle,638.0,none,0.0,0.8506666666666667,Burgundy,France,,Domaine Ponsot Clos de Vougeot Grand Cru Cuvée Vieilles Vignes,Clos Vougeot Grand Cru,France,4.4,148,65,65,100,100
Domaine Ponsot Cuvée Vieilles Vignes Clos de Vougeot Grand Cru,750,bottle,638.0,VIN,91.0,0.8506666666666667,Burgundy,France,2016,Domaine Ponsot Clos de Vougeot Grand Cru Cuvée Vieilles Vignes,Clos Vougeot Grand Cru,France,4.4,148,65,65,100,100
Domaine Ponsot Chapelle-Chambertin Grand Cru,750,bottle,638.0,RP,95.0,0.8506666666666667,Burgundy,France,2017,Domaine Ponsot Chapelle-Chambertin Grand Cru,Chapelle-Chambertin Grand Cru,France,4.2,427,100,100,100,100
Recrue des Sens Jeannot,750,bottle,636.7,none,0.0,0.8489333333333334,,France,2014,Domaine Sol Payré Cuvée Ivresse des Sens,Côtes du Roussillon,France,3.9,1133,41,57,49,52
Recrue des Sens Jeannot,750,bottle,636.7,none,0.0,0.8489333333333334,,France,2015,Domaine Sol Payré Cuvée Ivresse des Sens,Côtes du Roussillon,France,3.9,1133,41,57,49,52
Antinori Guado Al Tasso,1500,bottle,632.0,none,0.0,0.42133333333333334,Tuscany,Italy,,Antinori Tenuta Guado al Tasso Matarocchio,Maremma Toscana,Italy,4.6,1193,68,70,71,100
Antinori Pian delle Vigne Brunello di Montalcino,3000,bottle,632.0,VIN,92.0,0.21066666666666667,Tuscany,Italy,2004,Antinori Pian delle Vigne Brunello di Montalcino,Brunello di Montalcino,Italy,4.3,20389,100,100,100,100
Solaia,750,bottle,627.0,VIN,97.0,0.836,Tuscany,Italy,2007,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Solaia,750,bottle,627.0,DEC,98.0,0.836,Tuscany,Italy,2007,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Château Palmer,750,bottle,620.0,RP,92.0,0.8266666666666667,Bordeaux,France,2007,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,31,64,35,63
Romano Dal Forno Amarone della Valpolicella,750,bottle,619.0,DEC,96.0,0.8253333333333334,Veneto,Italy,2006,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta,Amarone della Valpolicella,Italy,4.7,5848,71,84,84,100
Quintarelli Alzero,750,bottle,615.0,none,0.0,0.82,Veneto,Italy,2011,Quintarelli Giuseppe Veneto Alzero Cabernet,Veneto,Italy,4.7,1922,59,72,59,100
Roberto Voerzio Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba,1500,bottle,615.0,none,0.0,0.41,Piedmont,Italy,2015,Roberto Voerzio Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba,Barbera d'Alba,Italy,4.5,543,100,100,100,100
Antinori Pian delle Vigne Brunello di Montalcino,3000,bottle,612.0,VIN,92.0,0.204,Tuscany,Italy,2005,Antinori Pian delle Vigne Brunello di Montalcino,Brunello di Montalcino,Italy,4.3,20389,100,100,100,100
Amuse Bouche Red,750,bottle,610.0,RP,94.0,0.8133333333333334,California,USA,2013,Amuse Bouche Red,Napa Valley,USA,4.3,23,100,100,100,100
Château Rauzan-Ségla,1500,bottle,610.0,WS,97.0,0.4066666666666667,Bordeaux,France,2005,Château Rauzan-Ségla Ségla Margaux,Margaux,France,4.1,9562,74,100,73,100
Au Sommet Atlas Peak Cabernet Sauvignon,750,bottle,610.0,none,0.0,0.8133333333333334,California,USA,2010,Au Sommet Cabernet Sauvignon,Atlas Peak,USA,4.6,877,84,75,84,100
Morione Merlot Toscana IGT,750,bottle,609.55,none,0.0,0.8127333333333333,,Italy,2008,Bonacchi Badesco Sangiovese - Cabernet Sauvignon - Merlot Toscana,Toscana,Italy,3.7,535,44,75,51,70
Lucien Le Moine Chambertin-Clos de Bèze Grand Cru,750,bottle,600.0,BH,90.0,0.8,Burgundy,France,2017,Lucien le Moine Chambertin-Clos de Beze Grand Cru,Chambertin-Clos de Bèze Grand Cru,France,4.3,214,96,96,99,99
Ornellaia,1500,bottle,600.0,JS,97.0,0.4,Tuscany,Italy,2017,Ornellaia Toscana Bianco,Toscana,Italy,4.4,378,55,100,55,100
Sassicaia,1500,bottle,600.0,WE,97.0,0.4,Tuscany,Italy,2017,Tenuta San Guido Sassicaia,Bolgheri Sassicaia,Italy,4.6,79429,51,100,51,100
Penfolds Bin,750,bottle,599.0,RP,97.0,0.7986666666666666,South Australia,Australia,2018,Penfolds Bin,South Australia,Australia,4.5,4828,100,100,100,100
Solaia,750,bottle,599.0,JS,96.0,0.7986666666666666,Tuscany,Italy,2008,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Solaia,750,bottle,599.0,WE,97.0,0.7986666666666666,Tuscany,Italy,2008,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Château Palmer,750,bottle,590.0,RP,94.0,0.7866666666666666,Bordeaux,France,2008,Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19,31,64,35,63
Valbuena,1500,bottle,588.0,JS,97.0,0.392,Ribera del Duero,Spain,2015,Converso Monasterio Santa Maria de Valbuena Ribera del Duero,Ribera del Duero,Spain,4.2,171,24,100,24,100
Pintia,3000,bottle,588.0,none,0.0,0.196,Toro,Spain,,Pintia Toro,Toro,Spain,4.3,42470,71,100,71,100
Solaia,750,bottle,584.0,WE,97.0,0.7786666666666666,Tuscany,Italy,2009,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Chris Ringland Hoffman Vineyard Shiraz,750,bottle,580.0,none,0.0,0.7733333333333333,South Australia,Australia,,Chris Ringland Hoffmann Vineyard Shiraz,Barossa,Australia,4.5,115,99,97,99,99
Accendo Cellars Cabernet Sauvignon,750,bottle,580.0,RP,98.0,0.7733333333333333,California,USA,2016,Accendo Cellars Cabernet Sauvignon,Napa Valley,USA,4.6,135,100,100,100,100
Tua Rita Per Sempre Syrah,1500,bottle,580.0,none,0.0,0.38666666666666666,,Italy,,Tua Rita Per Sempre Syrah Toscana,Toscana,Italy,4.5,352,86,100,86,100
Antinori Guado al Tasso,1500,bottle,576.0,WE,92.0,0.384,Tuscany,Italy,2003,Antinori Tenuta Guado al Tasso Matarocchio,Maremma Toscana,Italy,4.6,1193,71,74,71,100
Antinori Guado al Tasso,1500,bottle,576.0,VIN,92.0,0.384,Tuscany,Italy,2004,Antinori Tenuta Guado al Tasso Matarocchio,Maremma Toscana,Italy,4.6,1193,71,74,71,100
Domaine Clos Frantin Chambertin Grand Cru,750,bottle,572.0,WE,96.0,0.7626666666666667,Burgundy,France,2014,Clos Frantin Chambertin Grand Cru,Chambertin Grand Cru,France,4.3,58,89,100,89,100
Col d'Orcia Brunello di Montalcino (Magnum),1500,bottle,568.0,VIN,92.0,0.37866666666666665,Tuscany,Italy,1995,Tenuta Col D'Orcia Riserva Brunello di Montalcino,Toscana,Italy,4.4,38,72,78,76,91
Lucien Le Moine Mazis-Chambertin Grand Cru,750,bottle,565.0,BH,91.0,0.7533333333333333,Burgundy,France,2017,Lucien le Moine Mazis-Chambertin Grand Cru,Mazis-Chambertin Grand Cru,France,4.3,119,98,98,100,100
Romano Dal Forno Amarone della Valpolicella,750,bottle,562.0,VIN,98.0,0.7493333333333333,Veneto,Italy,2008,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta,Amarone della Valpolicella,Italy,4.7,5848,71,84,84,100
Ulysses,1500,bottle,552.0,JS,99.0,0.368,California,USA,2016,Scotto Family Cellars USA Cabernet,California,USA,3.4,83,20,43,20,20
Paul Hobbs Nathan Coombs Estate Cabernet Sauvignon,750,bottle,550.0,RP,97.0,0.7333333333333333,California,USA,2014,Paul Hobbs Nathan Coombs Estate Cabernet Sauvignon,Coombsville,USA,4.6,198,100,100,100,100
Château Canon,750,bottle,550.0,RP,98.0,0.7333333333333333,Bordeaux,France,2015,Château Canon Montségur Bordeaux,Bordeaux,France,3.3,77,58,100,57,100
Castelgiocondo Brunello di Montalcino,5000,bottle,549.95,WE,93.0,0.10999,Tuscany,Italy,2012,Tenuta CastelGiocondo Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,38168,89,97,91,100
Solaia,750,bottle,549.0,VIN,96.0,0.732,Tuscany,Italy,2011,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
E. Guigal La Mouline Côte-Rôtie,750,bottle,548.0,RP,97.0,0.7306666666666667,Rhône,France,2015,E. Guigal Côte-Rôtie La Mouline,Côte-Rôtie,France,4.6,3193,65,65,100,100
E. Guigal La Landonne Côte-Rôtie,750,bottle,548.0,WS,99.0,0.7306666666666667,Rhône,France,2015,E. Guigal Côte-Rôtie La Landonne,Côte-Rôtie,France,4.5,2924,66,66,100,100
Château Pontet-Canet,750,bottle,547.0,RP,100.0,0.7293333333333333,Bordeaux,France,2009,Dulong Château Pontet Nivelle Bordeaux,Bordeaux,France,3.1,471,52,75,54,81
Château Beychevelle,750,bottle,545.0,RP,91.0,0.7266666666666667,Bordeaux,France,2000,A. de Luze Château Beychevelle Bordeaux,Bordeaux,France,4.3,13,66,100,65,100
Solaia,750,bottle,543.0,JS,96.0,0.724,Tuscany,Italy,2003,Antinori Tenuta Tignanello 'Solaia',Toscana,Italy,4.6,24845,29,100,31,100
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella,750,bottle,542.0,RP,99.0,0.7226666666666667,Veneto,Italy,2009,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta,Amarone della Valpolicella,Italy,4.7,5848,73,73,100,100
Domaine de la Romanée-Conti Échézeaux Grand Cru,750,bottle,540.0,DEC,95.0,0.72,Burgundy,France,2015,Domaine de La Romanée-Conti Échezeaux Grand Cru,Échezeaux Grand Cru,France,4.6,3520,96,96,99,99
Lucien Le Moine Les Amoureuses Chambolle-Musigny,750,bottle,540.0,BH,91.0,0.72,Burgundy,France,2017,Lucien le Moine Chambolle-Musigny Premier Cru Les Amoureuses,Chambolle-Musigny Premier Cru,France,4.3,184,59,67,89,100
Château La Mondotte,750,bottle,537.85,WS,97.0,0.7171333333333334,Bordeaux,France,2016,Château La France Bordeaux,Bordeaux,France,3.7,79,62,68,47,67
Louis Jadot Clos Saint-Denis Grand Cru,750,bottle,530.0,BH,92.0,0.7066666666666667,Burgundy,France,2016,Louis Jadot Clos Saint-Denis Grand Cru,Clos Saint-Denis Grand Cru,France,4.2,200,100,100,100,100
Chateauneuf du Pape Les Secret des Sabon,1500,bottle,527.05,none,0.0,0.35136666666666666,,France,2018,Roger Sabon Châteauneuf-du-Pape Le Secret Des Sabon,Châteauneuf-du-Pape,France,4.4,652,77,89,84,90
Château Lynch-Bages,750,bottle,525.0,WS,96.0,0.7,Bordeaux,France,2005,Château Lynch-Bages Blanc de Lynch-Bages,Bordeaux,France,4.0,2422,64,100,63,100
Romano Dal Forno Amarone della Valpolicella,750,bottle,519.0,DEC,98.0,0.692,Veneto,Italy,2010,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta,Amarone della Valpolicella,Italy,4.7,5848,71,84,84,100
Antinori Guado al Tasso,1500,bottle,518.0,none,0.0,0.3453333333333333,Tuscany,Italy,,Antinori Tenuta Guado al Tasso Matarocchio,Maremma Toscana,Italy,4.6,1193,71,74,71,100
Domaine d'Eugénie Clos-Vougeot Grand Cru,750,bottle,516.75,none,0.0,0.689,,France,,Domaine d'Eugénie Clos de Vougeot Grand Cru,Clos Vougeot Grand Cru,France,4.4,466,94,90,96,100
Ovid Hexameter,750,bottle,515.0,none,0.0,0.6866666666666666,,USA,,Ovid Hexameter,Napa Valley,USA,4.7,257,100,100,100,100
Pieve Santa Restituta Rennina Brunello di Montalcino,1500,bottle,513.0,RP,95.0,0.342,Tuscany,Italy,2013,Gaja Pieve Santa Restituta Rennina Brunello di Montalcino,Brunello di Montalcino,Italy,4.5,2486,95,100,95,100
Fontanafredda Riserva Barolo,750,bottle,513.0,none,0.0,0.684,Piedmont,Italy,1982,Fontanafredda Barolo Riserva,Barolo,Italy,4.1,1951,75,75,100,100
Ovid Red,750,bottle,510.0,none,0.0,0.68,,USA,,Ovid Red Blend,Napa Valley,USA,4.7,1059,73,100,73,100
Château Pichon-Longueville Baron,1500,bottle,510.0,JS,94.0,0.34,Bordeaux,France,2012,Flouch Château Pichon-Longueville Baron Pomerol,Pomerol,France,4.4,31,81,100,81,100
E. Guigal La Turque Côte-Rôtie,750,bottle,510.0,WS,98.0,0.68,Rhône,France,2013,E. Guigal Côte-Rôtie La Turque,Côte-Rôtie,France,4.6,3393,67,67,100,100
Château Rauzan-Ségla,1500,bottle,510.0,RP,97.0,0.34,Bordeaux,France,2015,Château Rauzan-Ségla Ségla Margaux,Margaux,France,4.1,9562,74,100,73,100
E. Guigal Ex-Voto Ermitage,750,bottle,507.0,JD,98.0,0.676,Rhône,France,2015,E. Guigal Ermitage Ex-Voto,Hermitage,France,4.4,1173,69,69,100,100
Domaine Hubert Lignier Charmes Chambertin Grand Cru,750,bottle,502.8,none,0.0,0.6704,Burgundy,France,2011,Hubert Lignier Charmes-Chambertin Grand Cru,Charmes-Chambertin Grand Cru,France,4.4,255,89,98,91,100
Domaine Roger Sabon Le Secrets des Sabon Chateauneuf du Pape,1500,bottle,502.5,none,0.0,0.335,Rhône,France,2015,Le Secret Des Sabon Châteauneuf-du-Pape,Southern Rhône,France,4.3,36,71,87,78,83
Vérité La Joie,750,bottle,500.0,RP,100.0,0.6666666666666666,California,USA,2012,Verite La Joie,Sonoma County,USA,4.5,1605,86,86,92,92
Vérité Le Désir,750,bottle,500.0,RP,100.0,0.6666666666666666,California,USA,2012,Verite Le Desir,Sonoma County,USA,4.5,1147,80,80,89,89
Au Sommet Atlas Peak Cabernet Sauvignon,750,bottle,499.7,none,0.0,0.6662666666666667,California,USA,2015,Au Sommet Cabernet Sauvignon,Atlas Peak,USA,4.6,877,84,75,84,100
E. Guigal La Turque Côte-Rôtie,750,bottle,499.0,RP,98.0,0.6653333333333333,Rhône,France,2014,E. Guigal Côte-Rôtie La Turque,Côte-Rôtie,France,4.6,3393,67,67,100,100
Cardinale Cabernet Sauvignon,750,bottle,499.0,RP,97.0,0.6653333333333333,California,USA,2016,Cardinale Cabernet Sauvignon,Napa Valley,USA,4.6,397,100,100,100,100
E. Guigal La Landonne Côte-Rôtie,750,bottle,499.0,JD,97.0,0.6653333333333333,Rhône,France,2014,E. Guigal Côte-Rôtie La Landonne,Côte-Rôtie,France,4.5,2924,66,66,100,100
Château Pontet-Canet,750,bottle,499.0,RP,100.0,0.6653333333333333,Bordeaux,France,2010,Dulong Château Pontet Nivelle Bordeaux,Bordeaux,France,3.1,471,52,75,54,81
Château Lynch-Bages,750,bottle,499.0,none,0.0,0.6653333333333333,Bordeaux,France,,Château Lynch-Bages Blanc de Lynch-Bages,Bordeaux,France,4.0,2414,64,100,63,100
Louis Latour Chambertin Cuvée Héritiers Grand Cru,750,bottle,498.0,BH,90.0,0.664,Burgundy,France,2010,Louis Latour Chambertin Grand Cru Cuvée Héritiers Latour,Chambertin Grand Cru,France,4.2,619,80,80,93,100
Castiglioni Giramonte,3000,bottle,497.95,JS,95.0,0.16598333333333332,Tuscany,Italy,2012,Tenuta Castiglioni Giramonte Toscana,Toscana,Italy,4.3,1301,74,100,74,100
Yalumba The Caley Cabernet Sauvignon/Shiraz,750,bottle,495.0,RP,96.0,0.66,South Australia,Australia,2012,Yalumba The Caley Cabernet - Shiraz,South Australia,Australia,4.5,148,85,83,87,100
Au Sommet Atlas Peak Cabernet Sauvignon,750,bottle,494.6,none,0.0,0.6594666666666666,California,USA,2014,Au Sommet Cabernet Sauvignon,Atlas Peak,USA,4.6,877,84,75,84,100
Château Lynch-Bages,750,bottle,480.0,WE,96.0,0.64,Bordeaux,France,2005,Château Lynch-Bages Blanc de Lynch-Bages,Bordeaux,France,4.0,2414,64,100,63,100
Zenato Archivio Storico Amarone della Valpolicella,750,bottle,479.0,WS,94.0,0.6386666666666667,Veneto,Italy,2008,Zenato Amarone della Valpolicella Archivio Storico,Amarone della Valpolicella,Italy,4.4,13,66,66,100,100
Stag's Leap Wine Cellars Cask,750,bottle,475.0,VIN,93.0,0.6333333333333333,California,USA,2010,Stag's Leap Wine Cellars CASK,Napa Valley,USA,4.6,7051,90,90,100,100
