name,region,size-mL,container,price,critic,critic_score
Domaine Ponsot Cuvée du Bourdon Corton Grand Cru 2016,"Burgundy, France",750,bottle,410.0,VIN,89
Domaine Ponsot Cuvée du Bourdon Corton Grand Cru 2017,"Burgundy, France",750,bottle,410.0,BH,91
Peter Michael Les Pavots 2017,"California, USA",750,bottle,405.0,VIN,97
Peter Michael Au Paradis Cabernet Sauvignon,"California, USA",750,bottle,405.0,none,0
Domaine Dujac Echezeaux Grand Cru 2017,"Burgundy, France",750,bottle,405.0,RP,94
Lail Vineyards J. Daniel Cuvée Cabernet Sauvignon 2016,"California, USA",750,bottle,400.0,RP,100
Château Les Carmes Haut-Brion 2016,"Bordeaux, France",750,bottle,399.85,RP,95
Jim Barry The Armagh Shiraz 2014,"South Australia, Australia",750,bottle,399.0,AWC,96
Luce 2008,"Tuscany, Italy",1500,bottle,398.0,WAL,95
Faiveley Mazis-Chambertin Grand Cru 2016,"Burgundy, France",750,bottle,397.0,VIN,97
Peter Michael Les Pavots Estate Blend 2015,"California, USA",750,bottle,395.0,JD,98
Antinori Guado al Tasso 1997,"Tuscany, Italy",750,bottle,392.0,WS,96
Château Rauzan-Ségla 2009,"Bordeaux, France",750,bottle,390.0,WE,95
Château Pichon Longueville Comtesse de Lalande 2009,"Bordeaux, France",750,bottle,389.0,RP,97
Ceretto Bricco Rocche Barolo 2007,"Piedmont, Italy",750,bottle,386.0,VIN,94
Luce Lux Vitis 2017,"Tuscany, Italy",1500,bottle,385.0,JS,97
Dalla Valle Cabernet Sauvignon 2016,"California, USA",750,bottle,380.0,RP,97
Recrue des Sens GC 2014,France,750,bottle,379.3,none,0
Col d'Orcia Brunello di Montalcino 1997,"Tuscany, Italy",750,bottle,379.0,VIN,94
Château Valandraud 2015,"Bordeaux, France",750,bottle,375.85,JS,98
Château Troplong Mondot 2010,"Bordeaux, France",750,bottle,375.0,RP,99
Nipozzano Mormoreto 2015,"Tuscany, Italy",3000,bottle,374.95,JS,95
Casanova di Neri Tenuta Nuova Brunello di Montalcino,Italy,1500,bottle,374.0,none,0
Ceretto Bricco Rocche Barolo 2005,"Piedmont, Italy",750,bottle,371.0,JS,96
Tuck Beckstoffer Mockingbird Blue 2015,"California, USA",750,bottle,370.0,RP,95
Gaja Conteisa Barolo 2015,"Piedmont, Italy",750,bottle,368.0,VIN,94
Col d'Orcia Brunello di Montalcino (Magnum) 2011,"Tuscany, Italy",1500,bottle,368.0,WE,93
Astralis Shiraz 2008,"South Australia, Australia",750,bottle,365.0,RP,97
Antinori Guado al Tasso 2000,"Tuscany, Italy",750,bottle,363.0,WE,93
Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 1988,"Veneto, Italy",750,bottle,361.0,WS,90
Paul Jaboulet Aîné La Chapelle Hermitage 2017,"Rhône, France",750,bottle,360.0,JD,99
Dal Forno Romano Monte Lodoletta Valpolicella Superiore 2010,"Veneto, Italy",1500,bottle,360.0,RP,95
Château L'Evangile 2011,"Bordeaux, France",750,bottle,350.0,WS,93
Massetino 2017,"Tuscany, Italy",750,bottle,350.0,FB,96
Cain Five 2007,"California, USA",750,bottle,350.0,none,0
Alión 2016,"Ribera del Duero, Spain",1500,bottle,349.0,JS,96
David Arthur Elevation 1147 Cabernet Sauvignon 2014,"California, USA",750,bottle,348.0,RP,95
Gaja Dagromis Barolo,Italy,1500,bottle,347.0,none,0
Masi Mazzano Amarone della Valpolicella Classico 1997,"Veneto, Italy",750,bottle,346.0,WS,93
Gaja Barbaresco 2016,"Piedmont, Italy",750,bottle,346.0,WE,98
Château Canon 2009,"Bordeaux, France",750,bottle,345.0,RP,97
Marchand-Tawse Bonnes Mares Grand Cru 2013,"Burgundy, France",750,bottle,345.0,BH,92
Luce Brunello di Montalcino,Italy,1500,bottle,340.0,none,0
Col d'Orcia Brunello di Montalcino 1999,"Tuscany, Italy",750,bottle,337.0,VIN,93
Château Calon Segur 1996,"Bordeaux, France",750,bottle,336.0,RP,91
Giacosa Barbaresco Asili 2017,"Piedmont, Italy",750,bottle,334.4,none,0
Le Potazzine Gorelli Brunello di Montalcino Riserva DOCG 2011,Italy,750,bottle,334.15,none,0
Pio Cesare Barbaresco 2007,"Piedmont, Italy",1500,bottle,330.0,RP,92
Masi Campolongo di Torbe Amarone della Valpolicella Classico 1997,"Veneto, Italy",750,bottle,330.0,WAL,94
E. Guigal Château d'Ampuis Côte-Rôtie 2015,"Rhône, France",1500,bottle,330.0,RP,95
Château Canon 2005,"Bordeaux, France",750,bottle,330.0,RP,95
Château Montrose 2015,"Bordeaux, France",750,bottle,329.0,JS,98
Tignanello 2017,"Tuscany, Italy",1500,bottle,328.0,RP,96
Château La Conseillante 2006,"Bordeaux, France",750,bottle,325.0,RP,93
Gandona Estate Cabernet Sauvignon 2015,"California, USA",750,bottle,325.0,RP,96
Castelgiocondo Brunello di Montalcino 2012,"Tuscany, Italy",3000,bottle,324.95,WE,93
Lescure Clos de Vougeot 2015,France,750,bottle,324.3,none,0
Masi Mazzano Amarone della Valpolicella Classico 2012,"Veneto, Italy",1500,bottle,321.95,WAL,95
Jean-Claude Boisset Clos De La Roche Grand Cru 2016,"Burgundy, France",750,bottle,320.0,JS,97
Domaine Comte Georges de Vogüé Chambolle-Musigny 2017,"Burgundy, France",750,bottle,320.0,VIN,90
Roche de Bellene Charmes-Chambertin Grand Cru 2012,"Burgundy, France",750,bottle,320.0,WE,95
Morlet Family Coeur de Vallée Cabernet Sauvignon,USA,750,bottle,320.0,none,0
Pavillon Rouge 2016,"Bordeaux, France",750,bottle,317.85,WE,95
Michel Rolland Cabernet Sauvignon 2014,"California, USA",750,bottle,317.0,RP,96
Amaury Perdrix Échezeaux Grand Cru 2014,"Burgundy, France",750,bottle,315.0,WS,94
Castello di Ama La Casuccia Gran Selezione Chianti Classico 2016,"Tuscany, Italy",750,bottle,314.95,VIN,97
Masi Costasera Amarone della Valpolicella Classico 1990,"Veneto, Italy",750,bottle,313.0,WE,90
Masi Campolongo di Torbe Amarone della Valpolicella Classico 2012,"Veneto, Italy",1500,bottle,312.95,WAL,97
Isole E Olena Gran Selezione Chianti Classico 2013,"Tuscany, Italy",750,bottle,311.0,VIN,98
Maume by Domaine Tawse Mazis-Chambertin Grand Cru 2016,"Burgundy, France",750,bottle,310.0,VIN,93
Ramey Pedregal Vineyard Cabernet Sauvignon 2008,"California, USA",750,bottle,310.0,RP,96
Smith-Madrone Cook's Flat Reserve Napa 2009,"California, USA",750,bottle,307.05,none,0
Hess Collection The Lion Cabernet Sauvignon 2014,"California, USA",750,bottle,305.0,RP,96
Château Rauzan-Ségla 2005,"Bordeaux, France",750,bottle,305.0,WS,97
Castello di Ama Vigneto Bellavista Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,304.0,JS,99
Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,304.0,VIN,95
San Floriano Riserva Amarone della Valpolicella 2007,"Veneto, Italy",1500,bottle,303.0,RP,95
Lucien Le Moine Les Petits Monts Vosne Romanée 1er Cru 2017,"Burgundy, France",750,bottle,303.0,BH,90
Gallica Oakville Ranch Vineyard Cabernet Sauvignon 2016,"California, USA",750,bottle,300.0,RP,96
Krupp Brothers M5 Stagecoach Vineyard Cabernet Sauvignon 2016,"California, USA",750,bottle,300.0,RP,98
Elderton Fifteen Shiraz 2015,"South Australia, Australia",750,bottle,300.0,RP,95
Tedeschi La Fabriseria Amarone della Valpolicella Classico 2011,"Veneto, Italy",750,bottle,300.0,WS,94
Barnett Vineyards Rattlesnake Cabernet Sauvignon 2016,"California, USA",750,bottle,300.0,RP,92
Macán,"Rioja, Spain",1500,bottle,300.0,none,0
Château Pontet-Canet 2003,"Bordeaux, France",750,bottle,300.0,RP,95
Antinori Brunello di Montalcino Pian delle Vigne 2003,"Tuscany, Italy",1500,bottle,300.0,none,0
Castelgiocondo Ripe al Convento Riserva Brunello di Montalcino 2013,"Tuscany, Italy",1500,bottle,299.95,JS,97
Nipozzano Montesodi 2015,"Tuscany, Italy",3000,bottle,299.95,JS,93
Torbreck RunRig 2016,"South Australia, Australia",750,bottle,299.0,RP,100
Viña Seña 2015,"Aconcagua Valley, Chile",750,bottle,299.0,JS,100
Vieux Château Certan 2014,"Bordeaux, France",750,bottle,299.0,RP,96
Col d'Orcia Brunello di Montalcino 2001,"Tuscany, Italy",750,bottle,299.0,none,0
Château Tour Saint Christophe 2016,"Bordeaux, France",3000,bottle,298.85,JS,96
Inglenook Rubicon 2016,"California, USA",750,bottle,295.0,JS,97
Maume Mazy-Chambertin Grand Cru 2014,"Burgundy, France",750,bottle,295.0,VIN,94
Stewart Nomad Beckstoffer Georges III Cabernet Sauvignon 2016,"California, USA",750,bottle,295.0,RP,95
Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon 2013,"California, USA",750,bottle,295.0,RP,95
Almaviva 2017,"Maipo Valley, Chile",750,bottle,294.0,JS,100
Eyrie Vineyards South Block Pinot Noir 2014,"Oregon, USA",750,bottle,293.0,JS,97
Hall Kathryn Hall Cabernet Sauvignon 2017,"California, USA",750,bottle,292.0,RP,94
Domaine Trapet Rochelandet Chambertin Grand Cru 2008,"Burgundy, France",750,bottle,290.3,none,0
Château Lynch-Bages 2011,"Bordeaux, France",750,bottle,290.0,WE,94
Ridge Monte Bello Cabernet Sauvignon 2017,"California, USA",750,bottle,290.0,VIN,94
Paul Jaboulet Aîné La Chapelle Hermitage 2011,"Rhône, France",750,bottle,290.0,JS,97
Château Léoville-Las Cases 2011,"Bordeaux, France",750,bottle,289.0,WS,95
Paul Jaboulet Aîné La Chapelle Hermitage 2006,"Rhône, France",750,bottle,287.0,VIN,93
Tignanello 2006,"Tuscany, Italy",750,bottle,286.0,DEC,96
Far Niente Estate Cabernet Sauvignon 2017,"California, USA",750,bottle,285.0,none,0
Château Pontet-Canet 2015,"Bordeaux, France",750,bottle,284.0,DEC,97
Château Cos d'Estournel 2011,"Bordeaux, France",750,bottle,280.0,WE,94
Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 1997,"Veneto, Italy",750,bottle,280.0,WS,92
Château Pontet-Canet 2006,"Bordeaux, France",750,bottle,280.0,DEC,95
Biondi Santi Brunello di Montalcino 2009,"Tuscany, Italy",750,bottle,280.0,RP,93
Biondi Santi Brunello di Montalcino 2011,"Tuscany, Italy",750,bottle,280.0,WE,94
Vieux Château Certan 2011,"Bordeaux, France",750,bottle,279.0,WE,96
Vieux Château Certan 2011,"Bordeaux, France",750,bottle,279.0,WE,96
Merus Cabernet Sauvignon 2012,"California, USA",750,bottle,278.0,WE,94
Dancing Hares Napa Valley Red 2015,"California, USA",750,bottle,277.25,none,0
Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon 2016,"California, USA",750,bottle,275.0,RP,94
Seña 2013,"Aconcagua Valley, Chile",750,bottle,275.0,JS,99
Le Clarence de Haut-Brion 2016,"Bordeaux, France",750,bottle,274.85,DEC,94
Col d'Orcia Brunello di Montalcino 2004,"Tuscany, Italy",750,bottle,274.0,VIN,92
Louis Jadot Clos Vougeot Grand Cru 2016,"Burgundy, France",750,bottle,273.0,WS,97
Château Pontet-Canet 2015,"Bordeaux, France",750,bottle,272.0,VIN,97
Catena Zapata Argentino Malbec 2017,"Mendoza, Argentina",1500,bottle,272.0,JS,97
Brunello Di Montalcino DOCG Magnum 2010,Italy,1500,bottle,271.45,none,0
Ulysses 2016,"California, USA",750,bottle,270.0,JS,99
Domaine Serene Evenstad Reserve Pinot Noir 2015,"Oregon, USA",1500,bottle,270.0,WE,94
Henschke Mount Edelstone Vineyard Shiraz 2015,"South Australia, Australia",750,bottle,270.0,AWC,97
Gallica Cabernet Franc 2015,"California, USA",750,bottle,270.0,RP,95
Château La Mondotte 2013,"Bordeaux, France",750,bottle,269.85,RP,92
Gallica St Helena Cabernet Sauvignon 2016,"California, USA",750,bottle,268.0,VIN,94
Château Duhart-Milon 2010,"Bordeaux, France",750,bottle,266.0,RP,96
Domain Marc Sorrel Hermita Le Greal 2014,France,750,bottle,265.8,none,0
Kerr Cellars Reserve 2014,"California, USA",750,bottle,265.0,RP,95
Revana Cabernet Sauvignon 2017,"California, USA",750,bottle,265.0,WS,93
Prunotto Vigna Colonnello Bussia Riserva Barolo 2013,"Piedmont, Italy",750,bottle,265.0,WE,93
Col d'Orcia Brunello di Montalcino (Magnum) 2012,"Tuscany, Italy",1500,bottle,263.0,WE,93
Château Haut­-Bailly 2008,"Bordeaux, France",750,bottle,262.0,RP,96
Marchand-Tawse Clos-Saint-Denis Grand Cru 2013,"Burgundy, France",750,bottle,262.0,BH,90
Domaine Dujac Aux Combottes Gevrey-Chambertin  1er Cru 2017,"Burgundy, France",750,bottle,261.0,VIN,92
Domaine Dujac Les Gruenchers Chambolle-Musigny 1er Cru 2017,"Burgundy, France",750,bottle,261.0,BH,90
Schidione Toscana IGT 2011,Italy,750,bottle,260.55,none,0
Domaine de Montille Corton Clos du Roi Grand Cru 2016,"Burgundy, France",750,bottle,260.0,BH,91
Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,260.0,RP,94
Domaine de Montille Pommard Les Rugiens 1er Cru 2013,"Burgundy, France",750,bottle,260.0,BH,90
Gérard Bertrand Clos d'Ora la Livinière Minervois 2017,"Midi, France",750,bottle,260.0,GW,93
Recrue des Sens Tête de Ponts 2015,France,750,bottle,259.95,none,0
Château Montrose 2008,"Bordeaux, France",750,bottle,259.0,RP,94
Seña 2016,"Aconcagua Valley, Chile",750,bottle,258.0,JS,98
Château Canon-La-Gaffelière 2015,"Bordeaux, France",750,bottle,256.0,RP,97
Damilano 1752 Riserva Cannubi Barolo 2011,"Piedmont, Italy",750,bottle,255.0,JS,97
Château Rauzan-Ségla 2015,"Bordeaux, France",750,bottle,255.0,RP,97
Joseph Phelps Cabernet Sauvignon 2016,"California, USA",1500,bottle,255.0,RP,93
Antinori Guado al Tasso 2005,"Tuscany, Italy",750,bottle,255.0,VIN,92
Antinori Guado al Tasso 2013,"Tuscany, Italy",750,bottle,255.0,JS,97
Castiglioni Giramonte 2011,"Tuscany, Italy",1500,bottle,252.95,JS,93
Pintia 2015,"Toro, Spain",1500,bottle,252.0,JS,95
Lescure Vosne Romanee 1er Cru Les Suchot 2017,"Burgundy, France",750,bottle,251.45,none,0
Blackbird Vineyards Paramour Proprietary Red 2014,"California, USA",1500,bottle,250.0,RP,95
Stag's Leap Wine Cellars Fay Vineyard Cabernet Sauvignon 2016,"California, USA",750,bottle,250.0,DWWA,96
Kilikanoon Attunga 1865 Shiraz 2010,"South Australia, Australia",750,bottle,250.0,RP,97
Penfolds RWT Shiraz 2018,"South Australia, Australia",750,bottle,250.0,RP,98
Dunn Vineyards Howell Mountain Cabernet Sauvignon 2014,"California, USA",750,bottle,250.0,VIN,96
Mount Pleasant Maurice O'Shea Shiraz 2017,"New South Wales, Australia",750,bottle,250.0,AWC,98
Ornellaia 2017,"Tuscany, Italy",750,bottle,249.95,JS,97
Sassicaia 2017,"Tuscany, Italy",750,bottle,249.95,WE,97
Château Haut-Bailly 2016,"Bordeaux, France",750,bottle,249.85,RP,96
Rocca Family Vineyards Tesorina Cabernet Sauvignon 2014,"California, USA",750,bottle,249.0,RP,96
Kosta Browne Keefer Ranch Russian River Pinot Noir 2017,"California, USA",750,bottle,249.0,WE,94
Kosta Browne Cerise Vineyard Pinot Noir 2016,"California, USA",750,bottle,249.0,JD,94
Masi Mazzano Amarone della Valpolicella Classico 2004,"Veneto, Italy",750,bottle,248.0,RP,95
Duemani Suisassi Syrah 2017,Italy,750,bottle,247.05,none,0
Duemani Cabernet Franc 2017,Italy,750,bottle,247.05,none,0
Antinori Guado al Tasso 2003,"Tuscany, Italy",750,bottle,247.0,VIN,91
Antinori Guado Al Tasso 2004,"Tuscany, Italy",750,bottle,247.0,VIN,92
Seña 2017,"Aconcagua Valley, Chile",750,bottle,245.0,JS,99
Château Clinet 2016,"Bordeaux, France",750,bottle,244.85,RP,96
Château Beychevelle 2016,"Bordeaux, France",750,bottle,244.85,RP,96
Château Smith Haut Lafitte 2016,"Bordeaux, France",750,bottle,244.85,DEC,97
"Domaine Hubert Lignier Gevrey Chambertin 1er cru ""La Perrière"" 2015","Burgundy, France",750,bottle,244.65,none,0
Pierre Brisset Les Rouges du Dessus Vosne-Romanée 1er cru 2017,"Burgundy, France",750,bottle,244.0,JR,16
Seña 2011,"Aconcagua Valley, Chile",750,bottle,243.0,JS,95
Seña 2012,"Aconcagua Valley, Chile",750,bottle,243.0,JS,98
Pieve Santa Restituta Rennina Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,239.0,RP,95
Tignanello 2003,"Tuscany, Italy",750,bottle,239.0,WS,91
Duemani Suisassi IGP 2016,Italy,750,bottle,235.25,none,0
Valbuena 5° 2015,"Ribera del Duero, Spain",750,bottle,235.0,JS,97
Quintessa 2016,"California, USA",750,bottle,235.0,RP,97
Domaine Ponsot Cuvée des Alouettes Morey-Saint-Denis 1er Cru 2017,"Burgundy, France",750,bottle,235.0,RP,92
Tuck Beckstoffer Amulet 2016,"California, USA",750,bottle,235.0,JD,95
Château Pontet-Canet 2014,"Bordeaux, France",750,bottle,235.0,JS,98
Brokenwood Graveyard Vineyard Shiraz 2017,"New South Wales, Australia",750,bottle,235.0,AWC,99
Taub Family Vineyards Beckstoffer Georges III Cabernet Sauvignon 2017,"California, USA",750,bottle,235.0,WAL,97
Gaja Ca'Marcanda Camarcanda 2016,"Tuscany, Italy",750,bottle,233.95,none,0
Barale Fratelli Sergio Barale Bussia Riserva Barolo 2013,"Piedmont, Italy",1500,bottle,232.0,RP,94
Quintarelli Rosso del Bepi 2010,"Veneto, Italy",750,bottle,232.0,none,0
Château Kirwan 2000,"Bordeaux, France",750,bottle,230.0,WE,94
Louis M. Martini Lot 1 Cabernet Sauvignon 2015,"California, USA",750,bottle,230.0,WS,94
Domaine Chantal Lescure Vosne-Romanee Les Suchots 1er Cru 2015,France,750,bottle,229.95,none,0
Belle Glos Clark & Telephone Vineyard Pinot Noir 2017,"California, USA",3000,bottle,229.95,WS,90
Duckhorn Napa Valley Cabernet Sauvignon 2016,"California, USA",1500,bottle,229.95,WAL,94
Château Pape Clément 2016,"Bordeaux, France",750,bottle,229.85,JS,97
Flora Springs Hillside Reserve Cabernet Sauvignon 2014,"California, USA",750,bottle,229.0,RP,94
Lucien Le Moine Clos du Roi Corton Grand Cru 2017,"Burgundy, France",750,bottle,229.0,none,0
TOR Oakville Hillside Cabernet Sauvignon 2016,"California, USA",750,bottle,229.0,RP,96
Château Pavie-Macquin 2010,"Bordeaux, France",750,bottle,229.0,WS,97
Antinori Guado al Tasso 2011,"Tuscany, Italy",750,bottle,229.0,RP,95
Alain Corcia Echezeaux Grand Cru 2014,"Burgundy, France",750,bottle,227.3,none,0
Château Léoville Barton 2006,"Bordeaux, France",750,bottle,227.0,WS,94
Duemani IGP 2015,Italy,750,bottle,226.1,none,0
Marchand-Tawse Charmes Chambertin Grand Cru 2013,"Burgundy, France",750,bottle,226.0,BH,91
Clark-Claudon Vineyards Eternity 2012,"California, USA",750,bottle,225.1,none,0
Peter Michael Le Caprice Estate Pinot Noir 2017,"California, USA",750,bottle,225.0,RP,95
Larkmead Cabernet Sauvignon 2015,"California, USA",750,bottle,225.0,WE,97
Taub Family Beckstoffer Vineyard Georges III Cabernet Sauvignon 2016,"California, USA",750,bottle,225.0,WE,92
Château Lascombes 2010,"Bordeaux, France",750,bottle,224.0,RP,96
Roche de Bellene Collection Bellenum Latricieres-Chambertin Grand Cru 2000,"Burgundy, France",750,bottle,222.75,JR,17
Château Malescot St-Exupéry 2010,"Bordeaux, France",750,bottle,222.0,RP,95
Axios Cabernet Sauvignon 2012,"California, USA",750,bottle,222.0,RP,94
Adobe Road Beckstoffer Georges III Vineyard Cabernet Sauvignon 2014,"California, USA",750,bottle,222.0,WS,94
Antinori Guado al Tasso 2007,"Tuscany, Italy",750,bottle,222.0,JS,97
Lucien Le Moine Lavaut St. Jacques Gevrey-Chambertin 1er Cru 2017,"Burgundy, France",750,bottle,222.0,BH,91
Château Pontet-Canet 2012,"Bordeaux, France",750,bottle,222.0,RP,93
Guado Al Tasso,"Tuscany, Italy",750,bottle,222.0,none,0
Masi Mazzano Amarone della Valpolicella Classico 2006,"Veneto, Italy",750,bottle,220.0,WS,94
Faustino I Gran Reserva 1970,"Rioja, Spain",750,bottle,220.0,WE,92
Quintarelli Recioto della Valpolicella Classico 2007,"Veneto, Italy",375,bottle,220.0,RP,98
Roberto Voerzio Comune di La Morra Barolo,Italy,750,bottle,220.0,none,0
La Sangre de Jonata 2015,"California, USA",750,bottle,219.0,JD,100
Clos Fourtet 2016,"Bordeaux, France",750,bottle,218.85,WS,96
Antinori Guado Al Tasso,"Tuscany, Italy",750,bottle,218.0,none,0
Caymus Cabernet Sauvignon 2018,"California, USA",1500,bottle,217.95,none,0
Antinori Guado al Tasso 2011,"Tuscany, Italy",750,bottle,217.0,RP,95
Henschke Cyril Henschke Cabernet Sauvignon/Cabernet Franc/Merlot 2013,"South Australia, Australia",750,bottle,215.0,AWC,96
Clark-Claudon Eternity Cabernet Sauvignon 2012,"California, USA",750,bottle,215.0,RP,95
Canalicchio di Sopra Brunello Riser 2013,Italy,750,bottle,213.85,none,0
Canalicchio di Sopra Brunello Riser 2012,Italy,750,bottle,213.85,none,0
Silenus Oak Knoll Reserve Cabernet Sauvignon 2015,"California, USA",750,bottle,213.0,DWWA,97
Ca' Marcanda Bolgheri 2015,"Tuscany, Italy",750,bottle,212.0,none,0
Emidio Pepe Montepulciano D'Abruzzo 2010,"Abruzzo, Italy",750,bottle,211.1,none,0
Jonata El Alma de Jonata 2014,"California, USA",750,bottle,210.0,JD,95
Domaine de Montille Volnay En Champans 1er Cru 2016,"Burgundy, France",750,bottle,210.0,VIN,90
Jonata El Desafio de Jonata 2014,"California, USA",750,bottle,210.0,JD,94
Domaine de Montille Volnay Les Taillepieds 1er Cru 2016,"Burgundy, France",750,bottle,210.0,VIN,91
Domaine de Chevalier 2006,"Bordeaux, France",750,bottle,210.0,DEC,94
Col D'Orcia Brunello Di Montalcino 2008,"Tuscany, Italy",750,bottle,210.0,VIN,94
Krupp Brothers Synchrony Red Blend 2014,"California, USA",750,bottle,209.0,RP,95
Fontanafredda Vigna La Rosa Barolo 1996,"Piedmont, Italy",750,bottle,208.0,JS,92
Marchand-Tawse Les Suchots Vosne-Romanée 1er Cru 2017,"Burgundy, France",750,bottle,208.0,VIN,91
Hedges La Haute Cuvee Magnum 2015,"Washington, USA",1500,bottle,207.8,none,0
Recrue des Sens BT 2015,France,750,bottle,207.75,none,0
Talenti Piero Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,207.0,JS,100
Masi Campolongo di Torbe Amarone della Valpolicella Classico 2006,"Veneto, Italy",750,bottle,206.0,JS,98
Cade Estate Cabernet Sauvignon 2017,"California, USA",750,bottle,206.0,RP,94
Eisele Vineyard Altagracia Cabernet Sauvignon 2016,"California, USA",750,bottle,205.0,RP,95
Domaine De Montille Volnay les Mitans 1er Cru,"Burgundy, France",750,bottle,205.0,none,0
Silver Oak Napa Valley Cabernet Sauvignon 2015,"California, USA",750,bottle,204.95,WS,93
