title,region,country,score,num_reviews
Weinhaus Eugen Altschuh Pinot Noir,Pfalz,Germany,3.7,88
Les Grands Châteaux de France Château Lafleur Naujan Cuvée des Chevaliers Bordeaux,Bordeaux,France,3.2,19
Echeverría Propuesta Cabernet Sauvignon,Maipo Valley,Chile,3.7,596
Campbell Tinto,Ribera del Duero,Spain,3.7,47
Capçanes Potente,Montsant,Spain,4.0,845
d'Arenberg d'Arry's Original Shiraz - Grenache,McLaren Vale,Australia,3.7,4342
Zonte's Footstep Blackberry Patch Cabernet,Fleurieu,Australia,3.6,127
Cellier des Princes La Couronne du Prince Côtes du Rhône,Côtes-du-Rhône,France,3.5,383
Barefoot Merlot,California,United States,3.4,23315
Stave & Steel Bourbon Barrel Aged Cabernet Sauvignon,Paso Robles,United States,4.0,9991
Bodem Las Margas Garnacha,Aragón,Spain,3.8,437
Quinta da Basilia Douro Tinto,Douro,Portugal,3.9,730
Renwood Premier Old Vine Zinfandel,Amador County,United States,3.9,3826
New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26
Arboleda Carmenère,Aconcagua Valley,Chile,4.0,9765
Matahiwi Estate ME by Matahiwi Estate Pinot Noir,Waipara,New Zealand,0.0,0
Eastwood (USA) Cabernet Sauvignon,California,United States,0.0,0
Paso Creek Zinfandel,Paso Robles,United States,3.7,1566
Brusset Laurent B. Côtes du Rhône,Côtes-du-Rhône,France,3.6,1763
Zilzie Wines Forbes Family Shiraz,South Australia,Australia,3.7,42
The Exquisite Collection South Australia Shiraz,South Australia,Australia,3.7,189
Casa Silva Gran Terroir de La Costa Lolol Syrah,Colchagua Valley,Chile,4.0,664
Laurent Perrachon Terres Roses Moulin à Vent,Moulin-à-Vent,France,3.5,150
Domaine Coudoulis Evidence Lirac,Lirac,France,3.7,409
Carlo Sani Conti Sani Governo all'Uso Rosso Toscana,Toscana,Italy,3.6,163
Third Wheel Shiraz,Western Australia,Australia,3.7,20
Bodegas Valdemar Inspiración Sélección,Rioja,Spain,3.8,2639
Light & Finniss Barossa Valley South Australia Cabernet Sauvignon,Barossa Valley,Australia,3.8,19
Peninsula Ridge Estates Winery Falcon's Nest Pinot Noir,Beamsville Bench,Canada,3.9,26
WINC Lost Poet,California,United States,4.0,1897
Azienda Agricola Accornero Bricco del Bosco,Grignolino del Monferrato Casalese,Italy,3.7,572
Boschendal Shiraz (1685 Series),Coastal Region,South Africa,3.8,3367
Andeluna Anduco Limited Edition Malbec,Uco Valley,Argentina,3.8,184
Pierre Henri Morel Côtes du Rhône Villages Signargues,Côtes-du-Rhône-Villages 'Signargues',France,3.6,2612
Santa Margherita Cabernet Sauvignon Lison Pramaggiore,Lison-Pramaggiore,Italy,3.7,73
Tapiz Alta Collection Cabernet Sauvignon,Mendoza,Argentina,3.7,2351
Château La France Bordeaux,Bordeaux,France,3.7,79
Errazuriz Aconcagua Costa Syrah,Aconcagua Costa,Chile,3.9,1283
Château Francs Magnus Bordeaux,Bordeaux,France,3.5,779
The Exquisite Collection South Australia Shiraz,South Australia,Australia,3.7,189
Leese-Fitch Cabernet Sauvignon,California,United States,3.7,10519
Byron Pinot Noir,Santa Maria Valley,United States,3.8,1058
missed,missed,missed,0.0,0
Sardus Pater Is Solus Carignano del Sulcis,Carignano del Sulcis,Italy,3.6,1713
Collier Creek Big Rooster Cabernet Sauvignon,Lodi,United States,3.5,195
Bricklayer's Reward Herringbone Red Meritage,Ontario,Canada,3.8,10
missed,missed,missed,0.0,0
Conceito South Africa Syrah,Swartland,South Africa,3.6,25
Oveja Negra Single Vineyard Cabernet Sauvignon,Maule Valley,Chile,3.7,193
Sea Smoke Southing Pinot Noir,Sta. Rita Hills,United States,4.5,7620
Matchbook Cabernet Sauvignon,Dunnigan Hills,United States,3.6,2784
Purple Heart Red,Napa Valley,United States,3.8,1898
Granite Hill Petite Sirah,Lodi,United States,3.6,159
Leeuwenkuil Family Vineyards Lion's Lair Family Reserve Red,Swartland,South Africa,3.7,136
Quinta do Mondego Tinto,Dão,Portugal,3.7,402
Bodegas Carrau Finca Catalina Tannat de Reserva,Canelones,Uruguay,3.1,226
Robert Mondavi Private Selection Aged in Rum Barrels Merlot,Monterey County,United States,3.9,3362
Tiberio Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.7,1049
The Federalist Cabernet Sauvignon,Lodi,United States,3.8,14392
Paololeo Passo del Cardinale Primitivo di Manduria,Primitivo di Manduria,Italy,4.0,5379
Wolf Blass Gold Label President's Selection Year of the Dog Shiraz,South Australia,Australia,3.4,13
missed,missed,missed,0.0,0
Columbia Winery Merlot,Columbia Valley,United States,3.6,3079
Wines from Hahn Estate Cabernet Sauvignon,California,United States,3.7,9595
Tapiz Alta Collection Malbec,Mendoza,Argentina,3.8,2008
Lionel Osmin & Cie La Réserve Malbec,Vin de France,France,3.4,1342
Saint Auriol Châtelaine Edition Speciale Corbières,Corbières,France,4.1,15
Romain Duvernay Visan,Côtes-du-Rhône-Villages 'Visan',France,3.6,308
Houghton The Bandit Cabernet Sauvignon - Shiraz,Western Australia,Australia,3.4,138
Granite Hill Cabernet Sauvignon,Lodi,United States,3.6,166
Sella & Mosca Riserva Cannonau di Sardegna,Cannonau di Sardegna,Italy,3.7,18377
missed,missed,missed,0.0,0
Waterkloof Circumstance Seriously Cool Cinsault,Stellenbosch,South Africa,3.7,1070
missed,missed,missed,0.0,0
Novaripa Monatic Dark,Montepulciano d'Abruzzo,Italy,3.8,55
Ribeirinha Vale de Lobos Syrah,Ribatejo,Portugal,3.6,127
Château Croix de Labrie Camille de Labrie Rouge,Bordeaux,France,3.6,864
missed,missed,missed,0.0,0
Joseph Castan Domaine de la Chapelle Languedoc,Languedoc,France,3.4,36
Roger Sabon Côtes Du Rhône,Côtes-du-Rhône,France,3.6,1921
High Heaven Vintners Majestic Pines Cabernet Sauvignon,Columbia Valley,United States,3.6,135
Michel Schneider Spätburgunder Trocken,Pfalz,Germany,3.0,344
Gnarly Head 1924 Double Black Bourbon Barrel Aged Limited Edition Cabernet Sauvignon,Lodi,United States,4.1,2455
Asara Wine Estate Vineyard Collection Merlot,Stellenbosch,South Africa,3.8,687
Benegas Benegas Lynch (Libertad Estate Vineyard) Meritage,Mendoza,Argentina,4.3,1138
Zuccardi Q Cabernet Franc,Uco Valley,Argentina,3.9,199
Mullineux Kloof Street Swartland Rouge,Swartland,South Africa,3.7,3054
Tesco South African Pinotage,Swartland,South Africa,3.3,873
Leconfield Hamilton Block Cabernet Sauvignon,South Australia,Australia,3.5,598
High Heaven Vintners Roaming Elk Red Blend,Columbia Valley,United States,3.6,59
Navarro Correas Reserva Selección de Parcelas Malbec,Tunuyán,Argentina,3.8,7987
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
Brigaldara Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,3.9,4118
Domaine de Courteillac Merlot - Cabernet,Bordeaux Supérieur,France,3.6,2635
Bersano San Pietro Ruchè Di Castagnole Monferrato,Ruchè,Italy,3.5,467
Château Clinet Ronan by Clinet Bordeaux,Bordeaux,France,3.5,6088
De Martino Legado Reserva Cabernet Sauvignon,Maipo Valley,Chile,3.7,24
Navarro Correas Reserva Selección de Parcelas Cabernet Sauvignon,Tunuyán,Argentina,3.8,2827
De Martino Legado Carmenère (Reserva),Maipo Valley,Chile,3.7,5032
Peter Lehmann Art Series Cabernet Sauvignon,Barossa,Australia,3.6,1372
Château Saint-Sernin Malbec de Calcaire Cahors,Cahors,France,3.8,25
Nicolas Pere & Fils Entre Restanques et Garrigues Cairanne,Cairanne,France,3.9,270
Colab and Bloom Shiraz,Barossa,Australia,3.8,241
Domaine Brunely Vacqueyras Rouge,Vacqueyras,France,3.6,589
Adamo Huebel Grape Estates Oaked Gamay Noir,Niagara-on-the-Lake,Canada,3.6,25
Cycles Gladiator Cabernet Sauvignon,Central Coast,United States,3.6,1831
19 Crimes Snoop Cali Red,California,United States,3.6,3327
Viña Aquitania Cabernet Sauvignon,Maipo Valley,Chile,3.6,4931
Disastrous by Nature Red Blend,Columbia Valley,United States,3.7,244
San Pedro 1865 Single Vineyard Cabernet Sauvignon,Maipo Valley,Chile,3.8,11700
Tenuta di Vignole Vin Santo del Chianti Classico,Toscana,Italy,4.5,12
Cantine due Palme Canonico Negroamaro Salento,Salento,Italy,3.5,4176
Trapiche Vineyards Cabernet Sauvignon,Mendoza,Argentina,3.3,17313
Cirelli Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.7,2902
Nistri Corte al Passo Governo All'Uso Toscano Rosso,Toscana,Italy,3.8,953
Carmel (יקבי כרמל) Selected Mediterranean Blend Dry Red,Samson,Israel,3.7,49
Il Conte Villa Prandone Rosso Piceno Conterosso,Rosso Piceno,Italy,3.6,324
Alves de Sousa Vale da Raposa Reserva Tinto,Douro,Portugal,3.7,3516
Thirty Bench Winemaker's Blend Red,Beamsville Bench,Canada,3.9,306
Thorn-Clarke Nature Sound of the World Shiraz,South Australia,Australia,2.7,464
McMichael Collection Tom Thomson Cabernet Franc,Niagara Peninsula,Canada,0.0,0
Peninsula Ridge Estates Winery Reserve Syrah,Niagara Peninsula,Canada,3.7,74
Purple Cowboy Tenacious Red,Paso Robles,United States,3.6,2211
Netocosta Vinho Verde Red,Douro,Portugal,3.4,49
Ogier Les Paillanches Crozes-Hermitage,Crozes-Hermitage,France,3.7,510
Dievole Pinocchio Nero d'Avola Sicily,Toscana,Italy,3.5,329
Vivaldi Valpolicella Ripasso,Valpolicella Ripasso,Italy,3.5,90
La Veneranda Riccardo I Umbria Rosso,Umbria,Italy,4.0,54
Monte da Ravasqueira Reserva da Família Tinto,Alentejano,Portugal,4.1,2014
Les Hauts de Palette Château du Barail Cuvée Classique Bordeaux,Bordeaux,France,0.0,0
Casa Montes Don Baltazar Malbec,San Juan,Argentina,3.4,893
Mi Terruño Cabernet Sauvignon,Mendoza,Argentina,3.4,481
Casagra Rosso Toscano,Toscana,Italy,0.0,0
Manz Contador de Estórias,Península de Setúbal,Portugal,3.8,3383
Manz Pomar do Espírito Santo,Lisboa,Portugal,3.8,1527
Herzog Baron Herzog Old Vine Zinfandel,Lodi,United States,3.2,231
Barkan Classic Pinot Noir,Negev,Israel,3.5,666
Mi Terruño Reserve Cabernet Franc,Uco Valley,Argentina,3.9,446
Quinta do Silval Dorna Velha Tinto,Douro,Portugal,3.7,805
Quinta do Covao Encruzado,Dão,Portugal,3.7,127
Zulal Areni,,,3.9,33
Huff Estates Merlot,Ontario,Canada,3.4,78
ColleMassari Rigoleto Montecucco Rosso,Montecucco,Italy,3.6,3732
Quinta da Basilia Old Vines Super Premium Tinto,Douro,Portugal,4.3,397
Herzog Jeunesse Cabernet Sauvignon,California,United States,3.4,1032
Bonterra Cabernet Sauvignon,California,United States,3.7,17872
Mercouri Estate Domaine Mercuri Red,Letrina,Greece,3.7,1330
Baronne Tedaldi Cuvée du Parc,Languedoc,France,0.0,0
Contesa Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.8,990
Papagiannakos Erythros,Peloponnesos,Greece,3.4,251
Fattoria Monticino Rosso Pradello Colli d'Imola Cabernet Sauvignon Riserva,Emilia-Romagna,Italy,3.6,26
Callaway Coastal Cabernet Sauvignon,California,United States,0.0,0
Grand Vin de France Côtes-Du-Rhône Rouge,Bourgogne,France,3.3,102
Château Saint-Sernin Cahors Rouge,Cahors,France,3.5,136
Herzog Baron Herzog Aleph Red Blend,California,United States,3.8,20
Quinta da Confeiteira Circii,Alentejo,Portugal,3.7,340
Velletri Le Contrade Dry Red,Lazio,Italy,0.0,0
Castaño Castaño Colección Cepas Viejas,Yecla,Spain,3.4,3195
Barkan Classic Shiraz,Judean Hills,Israel,3.6,2172
Courreges Wines Chevalier de Saint-Médard Bordeaux,Bordeaux,France,0.0,0
Dowie Doole Hooley Dooley Sauvignon Blanc - Chenin Blanc,South Australia,Australia,3.8,21
Thorn-Clarke Milton Park Shiraz,South Australia,Australia,3.5,3670
Domaine Giuliani Les Notes de Louis Côtes du Rhône,Côtes-du-Rhône,France,3.8,192
Skouras Saint George Nemea,Nemea,Greece,3.8,3128
Castello di Meleto Toscana Rosso,Toscana,Italy,3.6,183
Katogi Averoff Katogi Averoff Red,Metsovo,Greece,3.4,2235
McGuigan Black Label Sparkling Shiraz,South Eastern Australia,Australia,3.4,35
Cyan Tinta de Toro,Toro,Spain,3.6,1026
Georges Duboeuf Beaujolais-Villages,Beaujolais-Villages,France,3.4,17141
missed,missed,missed,0.0,0
Nico Lazaridi Lion d'Or Cabernet Sauvignon,Drama,Greece,3.5,395
Porto Réccua Encostas do Peso Reserva Douro,Douro,Portugal,3.5,88
Domaine Magellan Le Grenache de Magellan,Hérault,France,3.4,290
Chateau Ste. Michelle Indian Wells Cabernet Sauvignon,Columbia Valley,United States,3.9,21957
missed,missed,missed,0.0,0
Zonin Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,3.7,17160
Sugarbush Prince Edward County VQA Cabernet Franc,Ontario,Canada,3.4,43
"Julia Hill Wines Julia Hill 2010 Cabernet Sauvignon - Coonawarra, South Australia",Coonawarra,Australia,3.9,24
Georgian Hills Vineyards Maréchal Foch,Ontario,Canada,3.5,40
Bleasdale Langhorne Crossing Red (LX Red),Langhorne Creek,Australia,3.6,315
Shingleback Red Knot Classic Shiraz,South Australia,Australia,3.3,33
Haselgrove H by Haselgrove Cabernet - Merlot,South Australia,Australia,3.5,22
Snapper Rock Merlot - Cabernet,Hawke's Bay,New Zealand,3.8,40
Douloufakis Dafnios Red,Crete,Greece,3.6,1008
Hex Vom Dasenstein Spätburgunder Feinherb Alte Rebe,Baden,Germany,3.5,12
United Stars Kindzmarauli,Kindzmarauli,Georgia,3.6,80
Concha y Toro Winemaker's Lot 148 Carmenère,Maule Valley,Chile,3.7,5157
Clayhouse Own Rooted Cabernet Sauvignon,Paso Robles,United States,3.9,215
The Black Chook Shiraz - Viognier,South Australia,Australia,3.6,2255
Le Gravillas Côtes-du-Rhône-Villages 'Sablet' Blanc,Côtes-du-Rhône-Villages 'Sablet',France,3.6,402
Socalco Douro Portugal,Douro,Portugal,3.7,17
missed,missed,missed,0.0,0
Mayu Gran Reserva Appassimento Carmenérè,Elqui Valley,Chile,4.1,429
Joseph Drouhin Beaujolais-Villages Nouveau,Beaujolais-Villages,France,3.7,698
Luigi Bosca Cabernet Sauvignon,Mendoza,Argentina,3.9,24167
Lornano Chianti Classico,Chianti Classico,Italy,3.8,2441
Cavaliere d'Oro Gabbiano Chianti,Chianti,Italy,3.6,1232
Henry of Pelham Family Tree Red,Ontario,Canada,3.7,231
Fabre Montmayou Gran Reserva Malbec,Mendoza,Argentina,3.9,6513
Lantides Estate Neméa Agiorgitiko,Nemea,Greece,3.9,933
Cavino Nemea Grande Reserve,Nemea,Greece,3.7,1339
Ruffino Aziano Chianti Classico,Chianti,Italy,3.5,8116
Angels Gate Pinot Noir,Niagara Peninsula,Canada,3.5,344
Le Gravillas Côtes-du-Rhône-Villages 'Seguret',Côtes-du-Rhône-Villages 'Seguret',France,3.7,201
The Dreaming Tree Crush Red Blend,North Coast,United States,3.9,31548
Cooper's Hawk Vineyards Cabernet - Merlot Reserve,Lake Erie North Shore,Canada,3.5,80
Jackson-Triggs Unity Cabernet Sauvignon,British Columbia,Canada,3.8,31
Cantine Grasso Sette Aje Nero d'Avola,Terre Siciliane,Italy,3.4,60
Louis Jadot Beaujolais-Villages,Beaujolais-Villages,France,3.6,18769
19 Crimes Shiraz,South Eastern Australia,Australia,3.7,6030
Borsao Bodegas Berola,Campo de Borja,Spain,3.8,7510
Two Oceans Cabernet Sauvignon - Merlot,Western Cape,South Africa,3.2,5622
Vieni Reserve Briganti,Ontario,Canada,3.7,41
Zenato Alanera Rosso Veronese,Rosso Veronese,Italy,3.9,5266
Apaltagua Envero Carmenère Gran Reserva,Colchagua Valley,Chile,3.7,11240
Ca' Dei Noni Valpolicella Ripasso Doc Classico Superiore,Valpolicella Ripasso,Italy,3.7,52
missed,missed,missed,0.0,0
Jean-Pierre Moueix Bordeaux,Bordeaux,France,3.5,1752
Bodacious Cabernet Sauvignon,Ontario,Canada,3.4,542
Barkan Domaine Cabernet Sauvignon,Galilee,Israel,2.6,32
Vieni Pinot Noir,Vinemount Ridge,Canada,3.9,38
Drumheller Cabernet Sauvignon,Columbia Valley,United States,3.9,2077
Mendoza Argentina Malbec Reserva,Mendoza,Argentina,3.6,205
Château Ollieux Romanis Cuvée Classique Corbières Rosé,Corbières,France,3.8,1289
Casillero del Diablo Reserva Privada Cabernet Sauvignon,Maipo Valley,Chile,3.8,42511
Yvon Mau Frozen Rosé,South West France,France,2.8,14
Citra Ferzo Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.9,466
Villa Matilde Stregamora Piedirosso,Taurasi,Italy,3.6,195
The Walking Dead Cabernet Sauvignon,California,United States,3.5,1673
Angus The Bull Angus The Bull Cabernet Sauvignon,Central Victoria,Australia,3.7,2978
missed,missed,missed,0.0,0
Cantine di Ora Amicone,Veneto,Italy,3.9,35888
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
Château Argadens Bordeaux Supérieur,Bordeaux Supérieur,France,3.7,5725
missed,missed,missed,0.0,0
Hardys Stamp Shiraz - Cabernet Sauvignon,South Eastern Australia,Australia,3.4,10872
La Crema Sonoma Coast Pinot Noir,Sonoma Coast,United States,3.9,35084
Quinta do Portal Colheita Red,Douro,Portugal,3.7,6451
Georges Duboeuf Beaujolais-Villages Nouveau,Beaujolais-Villages,France,3.3,3919
Zenato Valpolicella Superiore,Valpolicella,Italy,3.8,20450
Farina Remo Farina Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,3.9,4356
Château Peyros Madiran (Tannat - Cabernet),Madiran,France,3.6,1421
Castaño Solanera Viñas Viejas,Yecla,Spain,3.7,8740
Ortas - Cave de Rasteau Tradition Rasteau,Rasteau,France,3.6,2321
Pietra Pura Mandus Primitivo di Manduria,Primitivo di Manduria,Italy,4.1,8044
Tommasi Poggio Al Tufo Cabernet Sauvignon,Maremma Toscana,Italy,3.8,4926
Barrière Frères Amiral de France Bordeaux Rouge,Bordeaux,France,3.5,95
Creekside Gamay,Niagara Peninsula,Canada,3.6,37
Blason de Bourgogne Pinot Noir Bourgogne,Bourgogne,France,3.3,2852
Bellingham Homestead Series Shiraz,Paarl,South Africa,3.7,1134
Koyle Carmenère Gran Reserva,Colchagua Valley,Chile,3.7,3637
Villa Trasqua Chianti Classico,Chianti Classico,Italy,3.7,973
Bread & Butter Pinot Noir,Napa Valley,United States,3.9,25297
The Wilson Vineyard Gallery Series Poulish Hill River Cabernet Sauvignon,South Australia,Australia,0.0,0
Lungarotti L'U Umbria Rosso,Umbria,Italy,3.9,2054
Durigutti Family Winemakers Durigutti Bonarda,Mendoza,Argentina,3.7,2402
Cantine Paradiso Podere Belmantello Primitivo,Puglia,Italy,3.9,207
TerraNoble Gran Reserva Cabernet Sauvignon,Colchagua Valley,Chile,3.8,5805
Ménage à Trois Lavish Merlot,California,United States,3.7,1202
F'Oz Douro Red,Douro,Portugal,3.1,214
MontGras Antu Cabernet Sauvignon,Maipo Valley,Chile,3.7,1375
Quarisa Johnny Q Cabernet Sauvignon,South Australia,Australia,3.6,1435
Domaine de la Fond Moiroux Moulin-a-Vent,Moulin-à-Vent,France,3.5,142
Noble Hill Syrah,Paarl,South Africa,3.8,950
Château de Montfaucon Côtes du Rhône,Côtes-du-Rhône,France,3.7,1851
Koncho Kindzmarauli,Kakheti,Georgia,4.2,525
Aldos Block McLaren Vale South Australia Shiraz,McLaren Vale,Australia,4.1,14
Abbotts & Delaunay Vieilles Vignes Carignan,Languedoc-Roussillon,France,3.7,2577
Monte del Frá Valpolicella Classico Lena di Mezzo,Valpolicella Classico,Italy,3.8,3186
Bread & Butter Pinot Noir,Napa Valley,United States,3.9,25297
Durigutti Family Winemakers Durigutti Cabernet Franc,Mendoza,Argentina,3.7,1973
Il Bottiglione Barbera Barbera D'Asti Docg,Friuli Grave,Italy,4.0,20
Villa Matilde Rocca dei Leoni Aglianico,Campania,Italy,3.5,2070
Hogshead Old Vine Shiraz,South Australia,Australia,3.7,528
Jost Vineyards Great Big Friggin Red,Nova Scotia,Canada,3.6,287
Skouras Saint George Nemea,Nemea,Greece,3.8,3128
Koyle Cabernet Sauvignon Gran Reserva,Colchagua Valley,Chile,3.6,4873
SalvaTerra Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,3.7,3432
Château Saint-Didier-Parnac Les Latis Grande Réserve Malbec,Cahors,France,0.0,0
Slow Press Cabernet Sauvignon,Paso Robles,United States,3.7,8431
Condeminal Poncho Pampa Pinot Noir,Tupungato,Argentina,3.6,84
Viña La Causa Cinsault,Itata Valley,Chile,3.9,1401
Georgian Hills Vineyards Notty Bay Rouge,Ontario,Canada,0.0,0
Château Lamothe de Haux Chombart & Speck Cave Mystère Merlot,Bordeaux,France,3.7,15
Viñalba Reserva Cabernet Sauvignon - Malbec - Petit Verdot,Mendoza,Argentina,3.6,147
Diamantakis Petali Liatiko (Πετάλη λιάτικο),Crete,Greece,3.6,109
Henry of Pelham Family Tree The Padre Cabernet - Merlot,Niagara Peninsula,Canada,0.0,0
St. Augustine Western Cape Traditional South African Red Blend,Western Cape,South Africa,0.0,0
Horizon de Bichot Pinot Noir,Bourgogne,France,3.7,205
Chrisohoou Naoussa,Naoussa,Greece,3.5,470
Geografico Contessa di Radda Chianti Classico,Chianti Classico,Italy,3.6,3876
Lenz Moser Blaufränkisch Selection,Burgenland,Austria,3.2,111
Nico Lazaridi Lion d'Or Cabernet Sauvignon,Drama,Greece,3.5,395
Château Larose-Trintaudon Haut-Médoc,Haut-Médoc,France,3.8,15396
Rabugento Reserva Douro DOC Tinto,Douro,Portugal,4.5,112
São Domingos Bairrada Tinto,Bairrada,Portugal,3.5,634
Concha y Toro Winemaker's Lot 401 Syrah,Maipo Valley,Chile,3.7,163
Jackson-Triggs Niagara Estate Grand Reserve Shiraz,Niagara Peninsula,Canada,3.8,417
Robert Mondavi Private Selection Cabernet Sauvignon,Central Coast,United States,3.6,47196
Creekside Cabernet Franc,Four Mile Creek,Canada,3.6,36
Domaine Naturaliste Discovery Cabernet Sauvignon,Margaret River,Australia,3.8,564
missed,missed,missed,0.0,0
AltoLandon Rayuelo,Manchuela,Spain,3.6,1620
missed,missed,missed,0.0,0
Il Bottiglione Barbera Barbera D'Asti Docg,Friuli Grave,Italy,4.0,20
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
The Co Operative South African Red,Western Cape,South Africa,2.8,75
Paxis Always on Friday Paxis Pinot Noir,Lisboa,Portugal,3.4,181
Felsengartenkellerei Besigheim Terra S Acolon Trocken,Württemberg,Germany,3.5,66
Weingut R&A Pfaffl Austrian Cherry Zweigelt,Niederösterreich,Austria,3.8,2423
Colle Manora Pais,Barbera del Monferrato,Italy,3.4,167
Casa Ermelinda Freitas Trincadeira Reserva,Península de Setúbal,Portugal,3.9,1107
Casa Ermelinda Freitas Alicante Bouschet Reserva,Península de Setúbal,Portugal,3.8,1189
Casa Agricola Portugal Cabernet Sauvignon,Tejo,Portugal,3.4,72
Casa Ermelinda Freitas Dona Ermelinda Grande Reserva,Península de Setúbal,Portugal,4.4,337
l'AnMai Iveegan Toscana Igt,Veneto,Italy,4.2,42
Kingston Echelon Petit Verdot,South Australia,Australia,3.7,117
Diamantakis Petali Liatiko (Πετάλη λιάτικο),Crete,Greece,3.6,109
The Co Operative South African Cabernet Sauvignon,Western Cape,South Africa,3.2,49
Lyrarakis Legacy Red,Crete,Greece,3.8,212
Tobacco Road Merlot,King Valley,Australia,3.5,32
Tobacco Road Cabernet Sauvignon,King Valley,Australia,3.7,369
Tobacco Road Shiraz,King Valley,Australia,3.8,472
missed,missed,missed,0.0,0
Can Ràfols dels Caus Petit Caus Negre,Penedès,Spain,3.2,428
Lime Tree Merlot,South Eastern Australia,Australia,3.3,411
Dark Horse One Horse Town Cabernet - Merlot,Ontario,Canada,3.6,38
Cono Sur El Recurso Block No. 18 Single Vineyard Cabernet Sauvignon,Maipo Valley,Chile,3.7,3224
Alvear Palacio Quemado La Zarcita,Ribera del Guadiana,Spain,3.6,968
Alta Vista Atemporal Blend,Mendoza,Argentina,3.7,4715
Château Malijay Le Petit Prince de Malijay,Vaucluse,France,3.5,181
Caruso & Minini Terre di Giumara Frappato - Nerello Mascalese,Terre Siciliane,Italy,3.8,2021
Recanati Cabernet Sauvignon - Merlot Edition Spéciale,Galilee,Israel,3.6,62
missed,missed,missed,0.0,0
Calmel & Joseph Villa Blanche Chardonnay,Pays d'Oc,France,3.8,4382
Domaine Giuliani Les Notes de Louis Côtes du Rhône,Côtes-du-Rhône,France,3.8,192
Roule Rouge Organic Red,California,United States,3.1,968
Fishbone Blue Label Shiraz,Western Australia,Australia,3.5,52
Fishbone Blue Label Merlot,Western Australia,Australia,3.5,78
Fishbone Blue Label Shiraz - Cabernet,Western Australia,Australia,3.4,119
missed,missed,missed,0.0,0
Porto Carras Merlot,Chalkidiki,Greece,3.5,95
Château Tanunda The Château Cabernet Sauvignon,Barossa Valley,Australia,3.5,255
Vegalfaro Caprasia Bobal - Merlot,Utiel-Requena,Spain,3.8,38
Farina Remo Farina Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,3.9,4356
Smallfry Joven Red,Barossa Valley,Australia,3.8,31
Kilikanoon The Lackey Shiraz,South Australia,Australia,3.6,3164
Three Pillars Shiraz,South Australia,Australia,2.7,27
Tarapacá Gran Reserva Cabernet Sauvignon,Maipo Valley,Chile,3.8,54622
Château Timberlay Bordeaux Supérieur,Bordeaux Supérieur,France,3.5,7834
Familia Torres Gran Coronas Reserva Cabernet Sauvignon,Penedès,Spain,3.8,29609
Tarapacá Gran Reserva Carmenère,Maipo Valley,Chile,3.8,25642
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
Shot In The Dark Cabernet - Shiraz,South Australia,Australia,3.8,769
Small Gully The Formula Harmony Chardonnay,South Australia,Australia,3.6,56
Pascual Toso Malbec Limited Edition,Mendoza,Argentina,3.9,745
Sandbanks Sleeping Giant Foch - Baco Noir,Ontario,Canada,4.1,1053
20 Bees Grower's Red Baco Noir - Shiraz,Ontario,Canada,3.0,12
Vineland Estates Winery Bo-Teek Vineyard Pinot Meunier,Twenty Mile Bench,Canada,3.6,96
Tommasi Il Sestante Valpolicella Ripasso,Valpolicella Ripasso,Italy,4.0,2546
missed,missed,missed,0.0,0
Raymond Family Classic Cabernet Sauvignon,North Coast,United States,3.7,1942
Les Halos de Jupiter Côtes du Rhône Rouge,Côtes-du-Rhône,France,3.8,4025
Santa Rosa Estate Malbec,Mendoza,Argentina,3.3,1795
Xavier Vignon Côtes du Rhône,Côtes-du-Rhône,France,3.6,4919
missed,missed,missed,0.0,0
Naked Grape (Canada) Merlot Unoaked,Ontario,Canada,3.0,254
missed,missed,missed,0.0,0
Produttori Vini Manduria Lirica Primitivo di Manduria,Primitivo di Manduria,Italy,3.8,4244
The Co Operative South African Cabernet Sauvignon,Western Cape,South Africa,3.2,49
Domaine Lafage Tessellae Vieilles Vignes Carignan,Côtes Catalanes,France,3.8,7285
Sister's Run Cow's Corner Grenache - Shiraz - Mataro,Barossa,Australia,3.9,240
Ravenswood Vintners Blend Old Vine Zinfandel,California,United States,3.5,19293
Ironstone Petite Sirah,Lodi,United States,3.7,2584
Weinstock Red by W,California,United States,3.5,39
