title,region,country,score,num_reviews
Six Sigma Ranch Reserve Tempranillo,Lake County,United States,4.0,77
The Exquisite Collection South Australia Shiraz,South Australia,Australia,3.7,189
Abejorro Gran Bombus Malbec,Mendoza,Argentina,4.1,218
Yalumba The Caley Cabernet - Shiraz,South Australia,Australia,4.5,148
Giuseppe Sedilesu Riserva Cannonau di Sardegna,Cannonau di Sardegna,Italy,4.3,133
Alain Jaume Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines,Châteauneuf-du-Pape,France,4.1,1823
Craggy Range Syrah,Hawke's Bay,New Zealand,3.9,82
Domaine l'Or de Line Châteauneuf-du-Pape Cuvée Paule Courtil,Châteauneuf-du-Pape,France,4.2,116
Tenuta Il Palagio Sister Moon,Toscana,Italy,4.2,1392
Domaine de Bellène Vieilles Vignes Nuits-Saint-Georges,Nuits-Saint-Georges,France,4.0,499
First Drop Fat of The Land Ebenezer Single Vineyard Shiraz,Barossa Valley,Australia,4.4,138
Château du Tertre Bordeaux,Bordeaux,France,3.3,614
Chateau Francesa Bordeaux,Bordeaux,France,0.0,0
Gérard Bertrand Coteaux Du Languedoc La Clape L'Hospitalitas,La Clape,France,4.2,862
Gérard Bertrand Minervois La Livinière Le Viala,Minervois La Livinière,France,4.3,864
Paul Jaboulet Aîné Domaine de Roure Crozes-Hermitage Rouge,Crozes-Hermitage,France,3.9,99
Kaiken Mai The First A.Montes Malbec,Mendoza,Argentina,4.3,4237
Palladino Barolo Ornato,Barolo,Italy,4.1,396
Forgeron Anvil Cabernet Sauvignon Dionysus,Columbia Valley,United States,4.3,38
Gérard Bertrand La Forge Corbières,Corbières,France,4.4,235
Cerbaia Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,813
Valli Bannockburn Vineyard Pinot Noir,Central Otago,New Zealand,4.1,492
Willamette Valley Vineyards Bernau Block Pinot Noir,Willamette Valley,United States,4.3,309
Ornellaia Le Serre Nuove,Bolgheri,Italy,4.2,34425
Ridge Vineyards Geyserville,Alexander Valley,United States,4.2,11079
Clos Pegase Cabernet Sauvignon,Napa Valley,United States,4.2,2764
K Vintners The Beautiful Syrah,Walla Walla Valley,United States,4.2,784
Amici Cabernet Sauvignon,Napa Valley,United States,4.2,6542
Clos Pegase Cabernet Sauvignon,Napa Valley,United States,4.2,2764
Domaine Chantal Lescure Beaune 1er Cru 'Les Chouacheux',Beaune 1er Cru 'Les Chouacheux',France,4.1,427
Château La France Bordeaux,Bordeaux,France,3.7,79
Azienda Agricola Tamburini Somnio Brunello di Montalcino,Brunello di Montalcino,Italy,4.3,214
Cosimo Maria Masini Sanforte Toscana,Toscana,Italy,3.7,37
Joao Portugal Ramos Red Leg,Alentejo,Portugal,2.9,17
Plantagenet Omrah Cabernet Sauvignon,Western Australia,Australia,3.5,15
Géantet-Pansiot Marsannay Champs Perdrix,Marsannay,France,4.0,216
Bodegas y Viñedos Lleiroso Reserva Tempranillo Edición Especial Sergio Hernández,Ribera del Duero,Spain,4.2,174
Château Bellevue de Tayac Margaux,Margaux,France,4.0,1015
Orma Toscana,Toscana,Italy,4.2,5097
missed,missed,missed,0.0,0
Fanti Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,7957
Casaloste Gran Selezione Chianti Classico,Chianti Classico,Italy,4.2,83
Silvio Grasso Giachini Barolo,Barolo,Italy,4.2,308
Francois Villard Crozes-Hermitage Les Malfondières,Crozes-Hermitage,France,3.9,14
Domaine Vincent Latour Volnay 'Cuvée Nathan',Volnay,France,4.2,72
Domaine Ratte Trousseau,Arbois,France,4.1,53
Domaine de Villeneuve Les Vieilles Vignes Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,2185
Manincor Cassiano,Südtirol - Alto Adige,Italy,4.2,1811
Domaine Drouhin Selection Lauréne Pinot Noir,Oregon,United States,4.2,16
Brezza Cannubi Barolo,Barolo,Italy,4.1,1549
Cepa 21 Ribera del Duero Tinto,Ribera del Duero,Spain,3.9,12441
Mocali Vigna delle Raunate Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,467
Los Vascos Le Dix de Los Vascos,Colchagua Valley,Chile,4.1,4424
Podere Brizio Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,3643
Château Grand-Puy Ducasse Dauphin Pauillac,Pauillac,France,4.0,365
Château Gloria Saint-Julien,Saint-Julien,France,4.0,19825
Corte San Benedetto Amarone della Valpolicella Classico,Amarone della Valpolicella Classico,Italy,4.4,689
Château La Croix-Toulifaut Pomerol,Pomerol,France,4.1,656
La Gerla Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,5137
Fratelli Serio & Battista Borgogno Cannubi Barolo,Barolo,Italy,4.0,2031
Betz Family Winery Clos de Betz,Columbia Valley,United States,4.1,826
Francois de Nicolay Les Briquottes Ladoix,Ladoix,France,4.3,18
Mauro Molino Barolo Gallinotto,Barolo,Italy,4.2,2915
Cantina del Pino Barbaresco Gallina,Barbaresco,Italy,4.2,73
Cantina del Pino Barbaresco,Barbaresco,Italy,4.0,1354
Domaine Pierre Ravaut Ladoix 1er Cru 'La Corvée',Ladoix 1er Cru 'La Corvée',France,4.1,67
Domaine Chevalier Aloxe-Corton,Aloxe-Corton,France,4.0,456
Fonterutoli Chianti Classico Gran Selezione,Chianti Classico,Italy,4.1,9215
Monticello Vineyards Syrah Estate Grown,Oak Knoll District,United States,4.3,64
Youngberg Hill J Block Pinot Noir,Willamette Valley,United States,4.1,10
Orin Swift Machete,California,United States,4.4,16605
Caterina Zardini Amarone della Valpolicella Classico Riserva,Amarone della Valpolicella Classico,Italy,4.4,1850
Chateau La Rose Perrière Château Moulin Courrech Côtes de Bordeaux,Côtes de Bordeaux,France,3.9,125
Socalco Douro Portugal,Douro,Portugal,3.7,17
Osborne Solaz Tempranillo - Cabernet Sauvignon,Castilla,Spain,3.4,7051
Storybook Mountain Zinfandel Mayacamas Range,Napa Valley,United States,4.0,1518
Pio Cesare Barolo,Barolo,Italy,4.2,17267
Renato Ratti Barolo Marcenasco,Barolo,Italy,4.2,18876
Fabio Gea Back Grin,Langhe,Italy,4.1,107
Château Meyre Gallen de Chateau Meyre,Margaux,France,3.9,528
Golden Grape Estate Leonard's Reserve Premium Selection Old Vine Shiraz,South Eastern Australia,Australia,3.7,50
COS Cerasuolo di Vittoria Classico delle Fontane,Cerasuolo di Vittoria,Italy,4.0,790
Doña Paula El Alto Parcel Malbec,Lujan de Cuyo,Argentina,4.2,392
Lykos Cabernet Sauvignon,Continental Greece,Greece,4.1,115
Château Saint-Roch Châteauneuf du Pape,Châteauneuf-du-Pape,France,4.1,351
Castello Romitorio Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,5299
Bodega Campo Eliseo Campo Alegre,Toro,Spain,3.8,1354
Ca' Rome' Barolo Cerretta,Barolo,Italy,4.1,117
Peique Garnacha Tintorera,Bierzo,Spain,4.1,18
Goldeneye Pinot Noir Rosé,California,United States,4.1,152
Ca La Bionda Corvina Veronese,Rosso Veronese,Italy,4.0,156
Corazon del Sol Soleado,Uco Valley,Argentina,4.2,702
l'Astemia Pentita Barolo,Barolo,Italy,4.0,22
Rigoloccio Abundantia Merlot,Maremma Toscana,Italy,4.3,144
Domaine Rossignol-Trapet Beaune Les Teurons 1er Cru,Beaune 1er Cru 'Les Teurons',France,4.0,701
Familia Torres Mas La Plana Cabernet Sauvignon,Penedès,Spain,4.2,18177
Manzone Le Gramolere Barolo,Barolo,Italy,4.1,1038
Alpha Crucis Titan Shiraz,McLaren Vale,Australia,3.9,392
Paternoster Don Anselmo,Aglianico del Vulture,Italy,4.0,1109
Casisano - Colombaio Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,3614
Ferrer Bobet Priorat Vinyes Velles,Priorat,Spain,4.2,5488
Duckhorn Napa Valley Merlot,Napa Valley,United States,4.2,23945
Emmolo Merlot,Napa Valley,United States,4.4,12585
Laurus Hermitage Rouge,Hermitage,France,4.1,151
Joseph Jewell Grist Vineyard Zinfandel,Dry Creek Valley,United States,4.0,131
Famille Perrin Domaine du Clos des Tourelles Gigondas,Gigondas,France,4.2,894
Guerrieri Rizzardi Amarone della Valpolicella Classico Villa Rizzardi,Amarone della Valpolicella Classico,Italy,4.3,3700
Xavier Vignon Châteauneuf-du-Pape La Réserve X XII XV,Châteauneuf-du-Pape,France,4.3,17
Château Croizet-Bages Le Croisé de Croizet-Bages Pauillac,Bordeaux,France,3.5,23
Banfi SummuS,Toscana,Italy,4.2,6013
Riserva Vino Nobile di Montepulciano Toscana,Toscana,Italy,3.5,13
Cortonesi (La Mannella) Poggiarelli Brunello di Montalcino,Brunello di Montalcino,Italy,4.0,793
Fontanafredda Barolo Proprietà in Fontanafredda,Piemonte,Italy,4.2,42
Caymus-Suisun Grand Durif,Suisun Valley,United States,4.4,3831
Wild Earth Earth and Sky Pinot Noir,Central Otago,New Zealand,4.0,93
Borgo Scopeto Gran Selezione Chianti Classico,Chianti Classico,Italy,4.2,16
Montes Purple Angel,Colchagua Valley,Chile,4.4,15203
Masi Costasera Amarone della Valpolicella Classico Riserva,Amarone della Valpolicella Classico,Italy,4.3,4725
Banfi Poggio alle Mura Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,11262
The Foreign Affair Apologetic,Niagara Peninsula,Canada,4.4,155
Fontanafredda Barolo Proprietà in Fontanafredda,Piemonte,Italy,4.2,42
Palazzo Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,1156
Ruffino Romitorio di Santedame Chianti Classico Gran Selezione,Chianti Classico,Italy,4.2,74
Austin Hope Cabernet Sauvignon,Paso Robles,United States,4.5,21833
Oakwell Napa Valley California Cabernet Sauvignon,Napa Valley,United States,4.2,21
Château Deyrem Valentin Margaux,Margaux,France,3.9,3408
Rodney Strong Reserve Cabernet Sauvignon,Alexander Valley,United States,4.1,3246
Bovio Gattera Barolo,Barolo,Italy,4.2,1071
Dowie Doole Cali Road Shiraz,McLaren Vale,Australia,4.2,64
Château La France Bordeaux,Bordeaux,France,3.7,79
Château La France Bordeaux,Bordeaux,France,3.7,79
Daniel Largeot Beaune 1er Cru 'Les Grèves',Beaune 1er Cru 'Les Grèves',France,3.8,103
Castello Sonnino San Leone,Toscana,Italy,4.0,230
Domaine Perrin Aloxe-Corton 'Les Boutières',Aloxe-Corton,France,3.8,164
Corazon del Sol Syrah,Uco Valley,Argentina,3.9,124
Sylvain Loichet Côte de Nuits Villages 'Aux Montagnes',Côte de Nuits Villages,France,3.7,427
Castello di Bossi Girolamo,Toscana,Italy,4.1,518
Argiano Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,14347
Numanthia Numanthia,Toro,Spain,4.3,15517
Punset Campo Quadro Barbaresco,Barbaresco,Italy,4.0,789
Lang & Reed Cabernet Franc,North Coast,United States,3.8,2127
Monte da Ravasqueira MR Premium Tinto,Alentejo,Portugal,4.3,889
Harvey River Bridge Estate Cabernet Sauvignon,Western Australia,Australia,3.5,44
E. Guigal Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,14222
Poli Distillerie Marchesi de Frescobaldi  e  Jacopo Poli Grappa,Veneto,Italy,0.0,0
Lingua Franca Avni Pinot Noir,Eola-Amity Hills,United States,4.2,1194
Château les Ormes Bordeaux,Bordeaux,France,0.0,0
San Felice Campogiovanni Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,13615
Val di Suga Brunello di Montalcino Riserva,Brunello di Montalcino,Italy,4.1,611
Schubert Block B Pinot Noir,Wairarapa,New Zealand,4.1,1333
Flora Springs Cabernet Sauvignon,Napa Valley,United States,4.1,2804
Les Grands Châteaux de France Clos des Tours Bordeaux,Bordeaux,France,3.1,115
Salvatore Molettieri Taurasi Vigna Cinque Querce,Taurasi,Italy,4.2,1176
Le Ginestre Sottocastello di Novello Barolo,Barolo,Italy,4.0,240
Col d'Orcia Cabernet Sant'Antimo Olmaia,Sant'Antimo,Italy,4.2,1561
Donatella Cinelli Colombini Brunello di Montalcino (Casato Prime Donne),Brunello di Montalcino,Italy,4.3,4692
Castello Nipozzano Vecchie Viti Chianti Rùfina Riserva,Chianti Rùfina,Italy,3.9,5993
Château Grand-Puy Ducasse Le Cloitre de Grand-Puy Ducasse Pauillac,Pauillac,France,3.9,247
Château La France Bordeaux,Bordeaux,France,3.7,79
Far Niente Estate Bottled Cabernet Sauvignon,Oakville,United States,4.6,11215
Château La Confession Demoiselle Bordeaux,Bordeaux,France,0.0,0
Fabio Gea Back Grin,Langhe,Italy,4.1,107
Rabert Sinskey Vineyards Les Carneros Pinot Noir,California,United States,0.0,0
Ehret Family Winery Bella's Blend,Knights Valley,United States,4.2,330
Château Haut Blanville Clos des Légendes,Languedoc,France,4.2,190
Banfi Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,56953
Pio Cesare Barbaresco,Barbaresco,Italy,4.2,6158
Castell d'Encus Thalarn,Costers del Segre,Spain,4.1,1612
Domaine Saint Préfert Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,2851
Youngberg Hill Natasha Pinot Noir,Willamette Valley,United States,4.1,146
Rolf Binder Heysen Shiraz,Barossa Valley,Australia,4.1,509
Rivali Riserva Speciale Barolo Serralunga D' Alba,Piemonte,Italy,2.5,10
Moillard Aloxe-Corton,Aloxe-Corton,France,3.7,31
Les Grands Châteaux de France Clos des Tours Bordeaux,Bordeaux,France,3.1,115
Château Cantemerle Haut-Médoc (Grand Cru Classé),Haut-Médoc,France,3.9,21807
Château Bellevue Laffont Bordeaux Blanc Sec,Bordeaux,France,3.3,20
Domaine Barmès Buecher Réserve Pinot Noir,Alsace,France,3.9,638
missed,missed,missed,0.0,0
Pacheca Lagar No. 1 Reserva,Douro,Portugal,4.4,697
Hay Shed Hill Cabernet Sauvignon,Margaret River,Australia,3.8,859
Domaine Thénard Pernand 1er Cru 'Ile des Vergelesses',Pernand-Vergelesses 1er Cru 'Ile des Vergelesses',France,4.0,120
Quinta da Corte Princesa Reserva Tinto,Douro,Portugal,3.9,164
Duemani Altrovino Merlot - Cabernet Franc,Costa Toscana,Italy,3.9,1649
Dacasto Duilio Moncucco Nizza,Nizza,Italy,4.4,141
Herencia Altés L'Estel,Terra Alta,Spain,3.7,1181
Antoniolo Gattinara,Gattinara,Italy,4.0,1807
missed,missed,missed,0.0,0
Vidal Fleury Châteauneuf-du-Pape Rouge,Châteauneuf-du-Pape,France,4.0,794
Duemani Altrovino Merlot - Cabernet Franc,Costa Toscana,Italy,3.9,1649
Eduardo Torres Acosta Pirrera Nerello Mascalese,Terre Siciliane,Italy,4.1,127
missed,missed,missed,0.0,0
Benjamin de Rothschild - Vega Sicilia Macán Clásico,Rioja,Spain,4.3,9633
Cowhorn Grenache 42,Applegate Valley,United States,4.1,18
Cowhorn Syrah 21,Applegate Valley,United States,4.1,43
Enzo Boglietti Boiolo Barolo,Barolo,Italy,4.1,428
Undurraga Altazor,Maipo Valley,Chile,4.4,3643
St. Supéry Merlot,Rutherford,United States,4.1,943
Michele Chiarlo Faset Barbaresco,Barbaresco,Italy,3.8,75
Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19
Hunter Valley Shiraz,New South Wales,Australia,3.4,36
Mareno di Piave Barbaresco Rio Sordo Riserva,Langhe,Italy,4.2,19
Boschendal Elgin Pinot Noir,Elgin,South Africa,3.8,521
Domaine Sorin de France Bourgogne Aligoté,Bourgogne Aligoté,France,3.4,44
Alois Lageder Pinot Noir,Südtirol - Alto Adige,Italy,3.6,2139
Cerbaia Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,813
Voerzio Martini La Serra Barolo,Barolo,Italy,4.1,1307
Marcel Deiss Rotenberg La Colline Rouge,Alsace,France,4.0,313
Domaine Sorin de France Bourgogne Aligoté,Bourgogne Aligoté,France,3.4,44
Saurwein Nom Pinot Noir,Western Cape,South Africa,4.4,347
Saurwein Om Pinot Noir,Western Cape,South Africa,4.1,56
Peju Syrah,Napa Valley,United States,4.1,674
Jeannot Santenay 1er Cru 'Passetemps',Santenay 1er Cru 'Passetemps',France,3.8,73
Broccardo Bricco San Pietro Barolo,Barolo,Italy,4.1,218
Luis Seabra Xisto Cru Tinto,Douro,Portugal,4.0,963
Cantina Vignaioli Barbaresco Nervo,Barbaresco,Italy,3.7,2954
Maison Roche de Bellene Chardonnay Bourgogne Vieilles Vignes,Bourgogne,France,3.7,2459
Chanson Beaune Premier Cru Bressandes,Beaune Premier Cru,France,4.2,202
Borthwick Right Hand Pinot noir,Wairarapa,New Zealand,4.0,24
Altos Las Hormigas Malbec Appellation Gualtallary,Gualtallary,Argentina,4.0,768
Mascota Vineyards Big Bat Cabernet Sauvignon,Mendoza,Argentina,4.1,894
Fleur de Cazeau Réserve de France Bordeaux Supérieur,Bordeaux Supérieur,France,3.6,25
Ferrer Bobet Priorat,Priorat,Spain,4.1,1565
Pecchenino Barolo San Giuseppe,Barolo,Italy,4.0,762
Quinta da Barca Busto Grande Escolha Touriga Nacional,Douro,Portugal,4.1,160
Castello La Leccia Bruciagna Gran Selezione Chianti Classico,Chianti Classico,Italy,4.1,131
Bulichella Coldipietrerosse,Toscana,Italy,4.2,406
Bulichella Hide Syrah,Toscana,Italy,4.1,325
Lou Miranda Old Vine Shiraz,Barossa Valley,Australia,4.2,199
missed,missed,missed,0.0,0
Hubert Lignier Bourgogne Pinot Noir - Grand Chaliot,Bourgogne,France,3.8,302
Bibbiano Vigna del Capannino Gran Selezione Chianti Classico,Chianti Classico,Italy,4.1,113
Bibbiano Montornello Chianti Classico Riserva,Chianti Classico,Italy,3.8,662
Château Changyu Moser XV 张裕摩塞尔十五世酒庄 Moser Family Cabernet Sauvignon 摩塞尔家族赤霞珠,Ningxia,China,3.1,815
Leeuwenkuil Family Vineyards Heritage Syrah,Swartland,South Africa,4.1,210
missed,missed,missed,0.0,0
Nicolas Dabudyk - Château Lariveau La Croix Canon-Fronsac,Canon-Fronsac,France,3.7,57
Rippon 'Rippon' Mature Vine Pinot Noir,Central Otago,New Zealand,3.9,2401
Château Belgrave Haut-Médoc (Grand Cru Classé),Haut-Médoc,France,3.9,10764
Vallepicciola Gran Selezione Chianti Classico,Chianti Classico,Italy,4.3,104
Buon Tempo Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,2090
Carpineto Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,3544
Domaine Cauvard Beaune 1er Cru 'Les Cent Vignes',Beaune 1er Cru 'Les Cent Vignes',France,3.8,76
Flowers Pinot Noir,Sonoma Coast,United States,4.3,11212
Carpineto Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,3544
Stags' Leap The Investor Red,Napa Valley,United States,4.2,10227
Grgich Hills Merlot,Napa Valley,United States,4.0,2698
Castello Nipozzano Montesodi Toscana,Toscana,Italy,4.0,4746
K Vintners Powerline Syrah,Walla Walla Valley,United States,4.3,639
Beringer Founders' Estate Cabernet Sauvignon,California,United States,3.6,31708
Two Hands Beautiful Stranger Amarone Shiraz,South Australia,Australia,0.0,0
Bera Barolo,Barolo,Italy,4.0,108
Tamaral Finca La Mira Ribera del Duero,Ribera del Duero,Spain,4.1,488
Decibel Single Vineyard Pinot Noir,Martinborough,New Zealand,4.0,111
The Pride South Australia Shiraz,,,4.0,10
Gaja Ca'Marcanda Promis Toscana,Toscana,Italy,4.1,31736
Terredora Taurasi Pago Dei Fusi,Taurasi,Italy,4.0,784
Il Paradiso di Frassina (MozArt Wine) Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,1807
Les Grands Châteaux de France Château Lafleur Naujan Cuvée des Chevaliers Bordeaux,Bordeaux,France,3.2,19
Charles Audoin Marsannay 'Au Champ Salomon' Blanc,Marsannay,France,3.8,226
Cresti - Fattoria Carpineta Fontalpino Montaperto,Toscana,Italy,3.7,224
Belle France Bordeaux,Bordeaux,France,3.6,697
La Rioja Alta Viña Arana Gran Reserva,Rioja,Spain,4.3,1042
Teal Lake Reserve Shiraz,South Eastern Australia,Australia,3.3,23
Zahel Antares Grande Reserve,Wien,Austria,4.0,68
Gallo Signature Series Cabernet Sauvignon,Napa Valley,United States,4.1,3264
Pieropan Amarone della Valpolicella Vigna Garzon,Amarone della Valpolicella,Italy,4.3,2573
Covenant The Tribe Proprietary Red,Dry Creek Valley,United States,3.7,53
Giz Vinhas Velhas Branco,Bairrada,Portugal,4.2,496
Terra e Mare Portugal Tinto Red,Douro,Portugal,0.0,0
Bosca Stories of Italy Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.6,876
Lanciola Le Masse di Greve Gran Selezione Chianti Classico,Chianti Classico,Italy,4.0,26
Domaine Les 4 Vents Crozes-Hermitage 'Saint Jaimes',Crozes-Hermitage,France,3.9,92
Pasqua Mai Dire Mai Valpolicella Superiore,Valpolicella,Italy,4.4,360
Ferdinando Principiano Barbera d'Alba La Romualda,Barbera d'Alba,Italy,3.8,413
Franciscan Magnificat,Napa Valley,United States,4.1,6140
Feudo Montoni Vrucara Nero d'Avola,Sicilia,Italy,4.1,762
San Felice Vigorello,Toscana,Italy,4.1,4319
Tenuta La Fuga Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,4280
Henri de Villamont Chassagne-Montrachet,Chassagne-Montrachet,France,4.0,180
Le Ragose Amarone Della Valpolicella Classico,Amarone della Valpolicella,Italy,4.1,6619
Rizzi Barbaresco Pajorè,Barbaresco,Italy,3.9,1043
Murdoch Hill Sulky Rouge,Adelaide Hills,Australia,3.8,110
Tony Sasa Arena Amarone Della Valpolicella Classico,Veneto,Italy,4.4,120
Tenuta La Fuga Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,4280
Negretti Mirau Barolo,Barolo,Italy,4.0,356
Corazon del Sol Luminoso,Uco Valley,Argentina,4.1,902
La Stoppa Barbera della Stoppa,Emilia,Italy,3.9,1459
A.F. Gros Moulin-à-Vent en Mortperay,Moulin-à-Vent,France,3.8,113
Domaine Ratte Pinot Noir Arbois,Arbois,France,3.7,131
Maetierra Dominum QP Tinto,Rioja,Spain,3.8,1981
Maison Roche de Bellene Collection Bellenum Gevrey-Chambertin,Gevrey-Chambertin,France,4.1,133
Au Pied du Mont Chauve Saint-Aubin 1er Cru 'Le Charmois',Saint-Aubin 1er Cru 'Le Charmois',France,4.0,690
R. López de Heredia Viña Tondonia Viña Tondonia Reserva,Rioja,Spain,4.1,40254
Bodegas Valdemar Conde de Valdemar Edición Limitada,Rioja,Spain,4.3,16
Equality Proprietary Red Wine Blend,California,United States,3.8,10
Massolino Giuseppe Barolo  Reserva Sou Vigna Riunda Red,Piemonte,Italy,0.0,0
Seghesio Cortina Zinfandel,Dry Creek Valley,United States,4.1,3112
Fabio Gea Mushroom Panda,Piemonte,Italy,4.0,69
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
Corazon del Sol Vista Flores Single Vineyard Malbec,Uco Valley,Argentina,4.4,31
Château Kirwan Charmes de Kirwan Margaux,Margaux,France,4.0,4416
Podere San Cristoforo Maremma Toscana,Maremma Toscana,Italy,4.0,111
Sorelle Olivero Barolo,Barolo,Italy,4.2,43
Viñedos de Alcohuaz RHU de Alcohuaz Mezcla Tinta,Elqui Valley,Chile,4.3,1266
Domaine Belleville Mercurey 1er Cru 'Le Clos L'Evêque',Mercurey 1er Cru 'Le Clos L'Evêque',France,3.9,212
Tishbi Estate Merlot,Judean Hills,Israel,4.0,632
missed,missed,missed,0.0,0
Patrick Lesec Galets Blonds Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,3.8,378
Domaine Isabelle & Philippe Germain Monthélie 1er Cru 'Les Champs Fulliots' Rouge,Monthélie 1er Cru 'Les Champs Fulliots',France,3.7,27
Domaine de la Janasse Clos St. Antonin Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,265
Nicolas Perrault Maranges 1er Cru 'La Fussière',Maranges 1er Cru 'La Fussière',France,3.9,72
Nicolas Perrault Maranges 1er Cru 'La Fussière',Maranges 1er Cru 'La Fussière',France,3.9,72
Casa Marin Lo Abarca Hills Vineyard Pinot Noir,San Antonio Valley,Chile,4.0,2518
Casa Marin Miramar Vineyard Syrah,San Antonio Valley,Chile,3.8,666
Esk Valley Winemakers Reserve Red Blend,Gimblett Gravels,New Zealand,3.9,244
John's Blend Margarete's Shiraz,South Australia,Australia,4.3,861
Chiudendone Il Syrah Toscana,Toscana,Italy,4.3,107
Cagliero Ravera Barolo,Barolo,Italy,4.1,763
missed,missed,missed,0.0,0
Fattoria dei Barbi Colombini Brunello di Montalcino,Toscana,Italy,4.2,1328
Sacred Hill Brokenstone Merlot,Hawke's Bay,New Zealand,4.1,13
Villa Maria Southern Clays Single Vineyard Pinot Noir,Marlborough,New Zealand,3.9,208
Giant Steps Applejack Vineyard Pinot Noir,Yarra Valley,Australia,4.1,1014
Vidal Reserve Cabernet Sauvignon - Merlot,Hawke's Bay,New Zealand,3.5,11
Frog's Leap Merlot,Rutherford,United States,3.9,3035
Georges Vigouroux Chateau de Mercues Cuvée Malbec 6666,Cahors,France,4.0,533
The Iconic Estate Prahova Valley Reserve Merlot,Dealu Mare,Romania,3.3,318
Villa Maria Seddon Vineyard Pinot Noir,Marlborough,New Zealand,3.9,383
Artesa Estate Vineyard Pinot Noir,Los Carneros,United States,3.7,48
Mocali Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,3201
Bleasdale The Powder Monkey Shiraz,Langhorne Creek,Australia,4.2,195
Rutini Apartado Gran Malbec,Mendoza,Argentina,4.4,2588
Giant Steps Primavera Vineyard Pinot Noir,Yarra Valley,Australia,4.1,162
Mocali Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,3201
Poggio Nardone Brunello di Montalcino,Brunello di Montalcino,Italy,4.0,575
David Reynaud Les Croix Vieilles Vignes Crozes-Hermitage,Crozes-Hermitage,France,4.0,1345
Alta Vista Single Vineyard Alizarine Malbec,Uco Valley,Argentina,4.1,1525
Rutini Altamira Single Vineyard Cabernet Franc,Uco Valley,Argentina,4.3,268
Beringer Napa Valley Cabernet Sauvignon (White Label),Napa Valley,United States,4.0,7595
Faust Cabernet Sauvignon,Napa Valley,United States,4.3,24914
Fonterutoli Badiòla Gran Selezione Chianti Classico,Chianti Classico,Italy,4.1,11
La Rioja Alta Viña Ardanza Reserva,Rioja,Spain,4.2,38453
Belle Glos Dairyman Vineyard Pinot Noir,Russian River Valley,United States,4.4,14677
Rocche Costamagna Rocche dell'Annunziata Barolo,Barolo,Italy,4.0,2349
Stonestreet Cabernet Sauvignon,Alexander Valley,United States,4.1,3738
Quilt Cabernet Sauvignon,Napa Valley,United States,4.3,17261
Buena Vista Cabernet Sauvignon,North Coast,United States,3.8,1331
Stags' Leap Petite Sirah,Napa Valley,United States,4.2,16724
Belle Glos Clark & Telephone Vineyard Pinot Noir,Santa Maria Valley,United States,4.4,30164
Ricasoli Castello di Brolio Gran Selezione Chianti Classico,Chianti Classico,Italy,4.2,8269
Caymus Zinfandel,Napa Valley,United States,4.3,6571
Domaine Giraud Tradition Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,1099
Clos de la Tech Santa Cruz Mountains Estates Pinot Noir,Santa Cruz Mountains,United States,4.1,132
Pinino Brunello di Montalcino,Brunello di Montalcino,Italy,3.9,2207
Belle Glos Eulenloch Pinot Noir,Napa Valley,United States,4.4,513
Robert Young Estate Winery Scion Cabernet Sauvignon,Alexander Valley,United States,4.2,536
Maçanita Touriga Nacional,Cima Corgo,Portugal,4.3,48
Château La Parde Bordeaux Côtes De France,Bordeaux,France,3.2,11
Herzog Special Reserve Cabernet Sauvignon - Zinfandel - Syrah,California,United States,4.3,12
Briar Creek Dragonfly Cuvée Merlot,California,United States,2.9,112
Biserno Il Pino di Biserno,Toscana,Italy,4.3,11587
